,LATITUDE,LONGITUDE,LITHOLOGY,LITHO_GROUP,grid_id
60,42.765383,-70.775098,SAND,SAND,10.0
61,42.765446999999995,-70.767517,GRAVELLY SAND,SAND,30.0
62,42.765507,-70.760097,SAND,SAND,30.0
63,42.765846999999994,-70.750915,GRAVELLY SAND,SAND,30.0
64,42.765834999999996,-70.741556,GRAVELLY SAND,SAND,30.0
65,42.750594,-70.784305,SAND,SAND,10.0
66,42.750772,-70.776891,SAND,SAND,10.0
67,42.750833,-70.769472,MUDDY SAND,SAND,10.0
68,42.750896999999995,-70.761891,MUDDY SAND,SAND,30.0
69,42.751079,-70.754315,GRAVELLY SAND,SAND,30.0
70,42.75119,-70.7448,SAND,SAND,30.0
71,42.751415,-70.735452,SAND,SAND,30.0
72,42.736177000000005,-70.77804,SAND,SAND,10.0
73,42.736123,-70.770454,SAND,SAND,10.0
74,42.736435,-70.7624,MUDDY SAND,SAND,30.0
75,42.736492,-70.755142,SAND,SAND,30.0
76,42.736433,-70.74771700000001,SAND,SAND,30.0
77,42.736653999999994,-70.73853000000001,SAND,SAND,30.0
78,42.736765000000005,-70.729015,GRAVELLY SAND,SAND,30.0
79,42.737118,-70.719548,MUDDY SAND,SAND,30.0
80,42.737342,-70.71023000000001,SAND,SAND,30.0
81,42.737571,-70.700749,SAND,SAND,30.0
82,42.737675,-70.691426,SAND,SAND,30.0
83,42.737899,-70.682108,SAND,SAND,50.0
84,42.738003000000006,-70.672785,SAND,SAND,50.0
85,42.738228,-70.663467,SAND,SAND,50.0
86,42.738336,-70.653981,SAND,SAND,50.0
87,42.721792,-70.762419,SAND,SAND,30.0
88,42.721977,-70.754736,SAND,SAND,30.0
89,42.722038,-70.747211,SAND,SAND,30.0
90,42.722099,-70.73968599999999,MUDDY SAND,SAND,30.0
91,42.722211,-70.730036,SAND,SAND,30.0
92,42.72232,-70.72055,SAND,SAND,30.0
93,42.707137,-70.762445,SAND,SAND,30.0
94,42.707202,-70.754756,SAND,SAND,30.0
95,42.707267,-70.747068,SAND,SAND,30.0
96,42.707328000000004,-70.73954300000001,SAND,SAND,30.0
97,42.707509,-70.732024,MUDDY SAND,SAND,30.0
98,42.707377,-70.722527,SAND,SAND,30.0
99,42.707722,-70.71321400000001,MUDDY SAND,SAND,30.0
100,42.692207,-70.773914,SAND,SAND,11.0
101,42.692271999999996,-70.766225,SAND,SAND,30.0
102,42.692341,-70.758374,SAND,SAND,30.0
103,42.692518,-70.751017,SAND,SAND,30.0
104,42.692578999999995,-70.743493,SAND,SAND,30.0
105,42.692687,-70.73400600000001,SAND,SAND,30.0
106,42.692791,-70.724683,SAND,SAND,30.0
107,42.693000000000005,-70.706037,SAND,SAND,30.0
108,42.677999,-70.73043,SAND,SAND,31.0
109,42.677935999999995,-70.72306400000001,SAND,SAND,31.0
110,42.678113,-70.71570799999999,SAND,SAND,31.0
111,42.678178,-70.70801999999999,SAND,SAND,31.0
112,42.678231,-70.700822,SAND,SAND,31.0
113,42.678292,-70.693297,SAND,SAND,31.0
114,42.678465,-70.686104,MUDDY SAND,SAND,31.0
115,42.678521999999994,-70.67874300000001,SAND,SAND,51.0
116,42.678463,-70.671213,MUDDY SAND,SAND,51.0
117,42.678644,-70.66369300000001,MUDDY SAND,SAND,51.0
118,43.75075277777778,-70.13717777777778,SANDY MUD,MUD,
119,43.73586666666666,-70.14514444444445,SANDY MUD,MUD,
120,43.70705833333334,-70.182725,HARD BOTTOM (NO SAMPLE RECOVERED),,
121,43.63051388888889,-70.20684722222222,HARD BOTTOM (NO SAMPLE RECOVERED),,141.0
122,43.608675,-70.18165555555558,HARD BOTTOM (NO SAMPLE RECOVERED),,141.0
123,43.695575,-70.11361944444444,SANDY MUD,MUD,161.0
124,43.707263888888896,-70.10068888888888,MUDDY GRAVELLY SAND,SAND,161.0
125,43.72679444444446,-70.07783888888889,SANDY MUD,MUD,161.0
126,43.73674722222222,-70.06587222222223,SANDY GRAVEL,GRAVEL,
127,43.74865277777778,-70.07420555555555,HARD BOTTOM (NO SAMPLE RECOVERED),,
128,43.76542222222222,-70.0884,SANDY MUD,MUD,
129,43.760872222222226,-70.10420555555554,SANDY MUD,MUD,
130,43.723752777777776,-70.15355277777779,SANDY MUD,MUD,161.0
131,43.725452777777775,-70.1759861111111,MUD,MUD,
132,43.70003888888889,-70.018225,HARD BOTTOM (NO SAMPLE RECOVERED),,
133,43.67324166666666,-69.98922222222222,SANDY MUD,MUD,201.0
134,43.6605,-69.97698055555556,SANDY MUD,MUD,201.0
135,43.6303,-69.98301111111111,MUDDY SANDY GRAVEL,GRAVEL,202.0
136,43.591130555555566,-70.02912777777777,MUDDY SANDY GRAVEL,GRAVEL,181.0
137,43.55768333333333,-70.06673055555554,MUDDY SANDY GRAVEL,GRAVEL,182.0
138,43.542086111111104,-70.08595833333332,HARD BOTTOM (NO SAMPLE RECOVERED),,162.0
139,43.52724722222222,-70.10388055555555,SANDY MUD,MUD,163.0
140,43.502427777777775,-70.13225555555555,HARD BOTTOM (NO SAMPLE RECOVERED),,163.0
141,43.49021666666667,-70.14600277777778,HARD BOTTOM (NO SAMPLE RECOVERED),,163.0
142,43.506677777777774,-70.16265555555556,HARD BOTTOM (NO SAMPLE RECOVERED),,163.0
143,43.522661111111105,-70.17888055555557,MUDDY SAND,SAND,142.0
144,43.539291666666664,-70.19561666666667,MUDDY SANDY GRAVEL,GRAVEL,142.0
145,43.558580555555544,-70.22568333333334,GRAVEL,GRAVEL,142.0
146,43.558788888888884,-70.22406944444445,SANDY GRAVEL,GRAVEL,142.0
147,43.561044444444434,-70.22917777777778,SAND,SAND,142.0
148,43.59198333333334,-70.17107222222222,HARD BOTTOM (NO SAMPLE RECOVERED),,141.0
149,43.603080555555565,-70.15928888888891,HARD BOTTOM (NO SAMPLE RECOVERED),,162.0
150,43.612730555555565,-70.14765000000001,SANDY MUD,MUD,162.0
151,43.6246638888889,-70.13413333333334,HARD BOTTOM (NO SAMPLE RECOVERED),,162.0
152,43.69601388888889,-69.93491111111112,MUDDY SAND,SAND,201.0
153,43.700322222222226,-69.93545277777778,SANDY MUD,MUD,201.0
154,43.70646388888889,-69.9269388888889,SAND,SAND,201.0
155,43.71863888888889,-69.9142111111111,SAND,SAND,201.0
156,43.7283888888889,-69.90284722222222,MUDDY SAND,SAND,201.0
157,43.726111111111116,-69.88706666666667,SANDY GRAVEL,GRAVEL,201.0
158,43.71105,-69.86972499999999,SAND,SAND,
159,43.69785555555554,-69.85943333333333,HARD BOTTOM (NO SAMPLE RECOVERED),,
160,43.689805555555544,-69.84788055555555,SAND,SAND,
161,43.66685,-69.82239444444444,HARD BOTTOM (NO SAMPLE RECOVERED),,221.0
162,43.65020277777778,-69.80463055555555,GRAVELLY SAND,SAND,241.0
163,43.63299166666667,-69.78594444444444,HARD BOTTOM (NO SAMPLE RECOVERED),,241.0
164,43.6168,-69.76749166666667,MUD,MUD,242.0
165,43.604011111111106,-69.78270555555554,SANDY MUD,MUD,242.0
166,43.59255,-69.79744444444444,HARD BOTTOM (NO SAMPLE RECOVERED),,242.0
167,43.609175,-69.816225,MUDDY SANDY GRAVEL,GRAVEL,242.0
168,43.597980555555566,-69.83040833333332,MUD,MUD,221.0
169,43.5858638888889,-69.84488888888889,MUD,MUD,221.0
170,43.575061111111104,-69.85969444444444,SANDY MUD,MUD,222.0
171,43.56255833333333,-69.87457777777777,MUD,MUD,222.0
172,43.55081666666666,-69.88923611111112,MUDDY SAND,SAND,222.0
173,43.56729166666667,-69.90674444444447,HARD BOTTOM (NO SAMPLE RECOVERED),,202.0
174,43.579052777777775,-69.89296944444446,MUD,MUD,222.0
175,43.590736111111106,-69.87809444444444,MUD,MUD,221.0
176,43.602944444444454,-69.86322222222222,MUD,MUD,221.0
177,43.61446388888889,-69.84838611111111,SANDY MUD,MUD,221.0
178,43.62603888888889,-69.83385555555553,HARD BOTTOM (NO SAMPLE RECOVERED),,221.0
179,43.63794722222222,-69.81889722222222,SAND,SAND,221.0
180,43.62082777777778,-69.80065555555555,HARD BOTTOM (NO SAMPLE RECOVERED),,242.0
181,43.60934444444445,-69.81640277777778,HARD BOTTOM (NO SAMPLE RECOVERED),,242.0
182,43.643019444444434,-69.8513,MUDDY SAND,SAND,221.0
183,43.66050833333333,-69.87008611111109,SAND,SAND,221.0
184,43.670772222222226,-69.88069999999999,SAND,SAND,221.0
185,43.67359166666667,-69.89115833333334,SAND,SAND,221.0
186,43.69402222222222,-69.90555,GRAVELLY SAND,SAND,201.0
187,43.68758611111111,-69.92788888888889,MUDDY SANDY GRAVEL,GRAVEL,201.0
188,43.68271944444446,-69.92039166666667,MUDDY SAND,SAND,201.0
189,43.672977777777774,-69.91037222222222,SANDY MUD,MUD,201.0
190,43.66900555555554,-69.89869444444443,SAND,SAND,221.0
191,43.66358055555556,-69.89993333333334,SANDY MUD,MUD,221.0
192,43.65833333333333,-69.89519166666668,MUDDY SAND,SAND,221.0
193,43.64460277777778,-69.88931388888889,SANDY MUD,MUD,221.0
194,43.63591666666667,-69.89922777777778,MUDDY SAND,SAND,221.0
195,43.62319166666667,-69.91560277777778,HARD BOTTOM (NO SAMPLE RECOVERED),,202.0
196,43.614138888888895,-69.9259138888889,SANDY MUD,MUD,202.0
197,43.629777777777775,-69.94448611111112,HARD BOTTOM (NO SAMPLE RECOVERED),,202.0
198,43.63346944444446,-69.94835,GRAVELLY MUDDY SAND,SAND,201.0
199,43.72140555555556,-69.98657777777778,SANDY MUD,MUD,201.0
200,43.70432777777778,-69.96977222222222,MUD,MUD,201.0
201,43.68747777777778,-69.9523638888889,HARD BOTTOM (NO SAMPLE RECOVERED),,201.0
202,43.659938888888895,-69.90975555555556,GRAVELLY SANDY MUD,MUD,201.0
203,43.619461111111114,-69.95507777777777,MUDDY SAND,SAND,202.0
204,43.605905555555566,-69.97330555555557,MUDDY SANDY GRAVEL,GRAVEL,202.0
205,43.58960277777778,-69.95656666666667,GRAVELLY SANDY MUD,MUD,202.0
206,43.57762500000001,-69.97061111111111,HARD BOTTOM (NO SAMPLE RECOVERED),,202.0
207,43.59415,-69.98781111111111,MUDDY GRAVELLY SAND,SAND,202.0
208,43.58256666666667,-70.00193055555556,HARD BOTTOM (NO SAMPLE RECOVERED),,181.0
209,43.565525,-69.98585277777778,SANDY MUDDY GRAVEL,GRAVEL,202.0
210,43.55389166666666,-69.999475,MUD,MUD,182.0
211,43.557425,-70.0350111111111,HARD BOTTOM (NO SAMPLE RECOVERED),,182.0
212,43.530930555555564,-70.05953888888888,HARD BOTTOM (NO SAMPLE RECOVERED),,182.0
213,43.5467861111111,-70.12461944444443,HARD BOTTOM (NO SAMPLE RECOVERED),,162.0
214,43.557827777777774,-70.13552777777778,GRAVELLY MUD,MUD,162.0
215,43.56795833333334,-70.14494722222223,MUDDY SANDY GRAVEL,GRAVEL,162.0
216,43.583380555555564,-70.16053055555557,HARD BOTTOM (NO SAMPLE RECOVERED),,162.0
217,43.59271666666667,-70.17024722222223,HARD BOTTOM (NO SAMPLE RECOVERED),,141.0
218,43.62021944444446,-70.17221666666667,SANDY GRAVEL,GRAVEL,141.0
219,43.62179166666667,-70.1694138888889,SAND,SAND,141.0
220,43.636505555555566,-70.17204722222222,MUD,MUD,141.0
221,43.6527,-70.16921388888889,SANDY MUD,MUD,141.0
222,43.673155555555546,-70.07936388888889,MUDDY SANDY GRAVEL,GRAVEL,161.0
223,43.64859722222222,-70.06781666666666,SANDY MUDDY GRAVEL,GRAVEL,181.0
224,43.63887777777778,-70.06045,SANDY MUD,MUD,181.0
225,43.64262222222222,-70.05063888888888,MUDDY SANDY GRAVEL,GRAVEL,181.0
226,43.651402777777776,-70.04702777777777,MUDDY SANDY GRAVEL,GRAVEL,181.0
227,43.652219444444434,-70.05341388888888,SANDY MUD,MUD,181.0
228,43.658080555555564,-70.04626944444446,MUD,MUD,181.0
229,43.671519444444435,-70.0472361111111,SANDY MUD,MUD,181.0
230,43.681344444444434,-70.05239444444446,GRAVELLY SANDY MUD,MUD,161.0
231,43.68726944444444,-70.0551,SANDY MUDDY GRAVEL,GRAVEL,161.0
232,43.695025,-70.05826111111111,HARD BOTTOM (NO SAMPLE RECOVERED),,161.0
233,43.69262222222223,-69.98284722222222,SANDY MUD,MUD,201.0
234,43.67544444444446,-69.96595277777779,HARD BOTTOM (NO SAMPLE RECOVERED),,201.0
235,43.631869444444455,-69.86675,GRAVELLY MUDDY SAND,SAND,221.0
236,43.620447222222225,-69.88054722222222,GRAVELLY SANDY MUD,MUD,221.0
237,43.60832222222222,-69.89518333333334,MUD,MUD,221.0
238,43.59697222222222,-69.90958333333334,MUD,MUD,202.0
239,43.61295833333333,-69.92735833333334,SANDY MUD,MUD,202.0
240,43.58500833333333,-69.92386111111112,SANDY MUD,MUD,202.0
241,43.542025,-70.01281666666667,SANDY GRAVEL,GRAVEL,182.0
242,43.52985,-70.02687777777777,SANDY MUD,MUD,182.0
243,43.51786666666666,-70.04143333333333,MUDDY GRAVELLY SAND,SAND,182.0
244,43.50568333333333,-70.05557777777777,HARD BOTTOM (NO SAMPLE RECOVERED),,182.0
245,43.49385,-70.07034999999999,HARD BOTTOM (NO SAMPLE RECOVERED),,182.0
246,43.482019444444454,-70.08434722222222,HARD BOTTOM (NO SAMPLE RECOVERED),,163.0
247,43.46992222222222,-70.09861388888888,SANDY MUD,MUD,163.0
248,43.45772777777778,-70.11330555555557,SANDY MUD,MUD,163.0
249,43.47345,-70.12901666666666,HARD BOTTOM (NO SAMPLE RECOVERED),,163.0
250,43.485475,-70.11606666666665,MUDDY SANDY GRAVEL,GRAVEL,163.0
251,43.49750555555556,-70.10129166666665,SANDY MUD,MUD,163.0
252,43.50981944444445,-70.08757222222222,HARD BOTTOM (NO SAMPLE RECOVERED),,163.0
253,43.54726388888889,-70.11619166666667,HARD BOTTOM (NO SAMPLE RECOVERED),,162.0
254,43.556647222222225,-70.10466666666666,HARD BOTTOM (NO SAMPLE RECOVERED),,162.0
255,43.57430833333334,-70.08682777777777,HARD BOTTOM (NO SAMPLE RECOVERED),,162.0
256,43.585955555555564,-70.08630833333333,HARD BOTTOM (NO SAMPLE RECOVERED),,162.0
257,43.59628333333333,-70.09495555555556,MUDDY GRAVELLY SAND,SAND,162.0
258,43.60908333333334,-70.10880277777778,SANDY MUD,MUD,162.0
259,43.62285833333333,-70.10130277777778,GRAVELLY SAND,SAND,162.0
260,43.629111111111115,-70.09376666666667,HARD BOTTOM (NO SAMPLE RECOVERED),,162.0
261,43.639002777777776,-70.08212777777777,HARD BOTTOM (NO SAMPLE RECOVERED),,161.0
262,43.629436111111104,-70.0513111111111,MUDDY SAND,SAND,181.0
263,43.61687222222222,-70.03815833333333,HARD BOTTOM (NO SAMPLE RECOVERED),,181.0
264,43.59514166666667,-70.01633333333334,HARD BOTTOM (NO SAMPLE RECOVERED),,181.0
265,43.610405555555566,-70.00523055555556,MUDDY SANDY GRAVEL,GRAVEL,181.0
266,43.62279166666666,-69.99122222222222,HARD BOTTOM (NO SAMPLE RECOVERED),,181.0
267,43.639280555555565,-70.008125,HARD BOTTOM (NO SAMPLE RECOVERED),,181.0
268,43.62789166666667,-70.02230833333333,MUDDY SAND,SAND,181.0
269,43.644369444444436,-70.03981666666667,HARD BOTTOM (NO SAMPLE RECOVERED),,181.0
270,43.65625277777778,-70.02593611111111,HARD BOTTOM (NO SAMPLE RECOVERED),,181.0
271,43.628972222222224,-69.967725,HARD BOTTOM (NO SAMPLE RECOVERED),,202.0
272,43.64147222222223,-69.98240555555556,HARD BOTTOM (NO SAMPLE RECOVERED),,201.0
273,43.64628888888889,-69.98901666666667,SANDY MUD,MUD,201.0
274,43.645305555555545,-69.98719444444444,SANDY MUD,MUD,201.0
275,43.65668333333333,-69.99909166666667,MUDDY SAND,SAND,181.0
276,43.662552777777776,-70.00519722222222,HARD BOTTOM (NO SAMPLE RECOVERED),,181.0
277,43.65452777777778,-70.02758611111109,GRAVELLY SANDY MUD,MUD,181.0
278,43.65904166666667,-70.02120555555554,MUDDY SANDY GRAVEL,GRAVEL,181.0
279,43.663375,-70.01908611111111,MUDDY SAND,SAND,181.0
280,43.607372222222224,-70.18451388888889,GRAVEL,GRAVEL,141.0
281,43.62476388888889,-70.20235833333334,SAND,SAND,141.0
282,43.63134444444446,-70.20977500000001,SAND,SAND,141.0
283,43.667761111111105,-70.17230277777779,SANDY GRAVEL,GRAVEL,141.0
284,43.68351388888888,-70.18565555555556,MUDDY SAND,SAND,
285,43.69186111111111,-70.17147222222222,GRAVELLY SAND,SAND,
286,43.711694444444454,-70.16658611111112,SANDY MUD,MUD,
287,43.72834166666666,-70.17530000000001,SANDY MUD,MUD,
288,43.740883333333336,-70.15716388888889,SANDY MUD,MUD,
289,43.72167777777778,-70.15299166666668,MUDDY GRAVELLY SAND,SAND,161.0
290,43.73281388888889,-70.14279444444446,SANDY MUD,MUD,
291,43.74834166666667,-70.13157222222222,MUDDY GRAVELLY SAND,SAND,
292,43.75633333333333,-70.11998888888888,MUDDY SAND,SAND,
293,43.7653,-70.09232499999999,MUDDY SANDY GRAVEL,GRAVEL,
294,43.77206666666667,-70.078025,SANDY MUD,MUD,
295,43.77861388888889,-70.07357499999999,MUDDY GRAVELLY SAND,SAND,
296,43.775769444444435,-70.05697777777777,SANDY MUD,MUD,
297,43.77613611111111,-70.030825,SANDY MUD,MUD,
298,43.784611111111104,-70.02707222222223,SANDY MUD,MUD,
299,43.79223055555556,-70.02795833333333,SANDY MUD,MUD,
300,43.79628611111111,-70.01853333333334,MUDDY SANDY GRAVEL,GRAVEL,
301,43.80682222222222,-70.01012777777778,MUD,MUD,
302,43.811713888888896,-69.99630555555554,SANDY MUD,MUD,
303,43.820477777777775,-69.98577777777777,MUD,MUD,
304,43.70519166666667,-70.02269444444444,SANDY MUD,MUD,
305,43.67950277777778,-70.02651944444446,HARD BOTTOM (NO SAMPLE RECOVERED),,181.0
306,43.65869166666666,-69.94860555555556,SANDY MUD,MUD,201.0
307,43.67375277777778,-69.9304611111111,HARD BOTTOM (NO SAMPLE RECOVERED),,201.0
308,43.71616388888889,-69.95533055555556,SANDY MUD,MUD,201.0
309,43.70263888888889,-69.99840555555555,HARD BOTTOM (NO SAMPLE RECOVERED),,
310,43.72654722222222,-70.011325,SANDY MUD,MUD,
311,43.72905833333333,-69.93157500000001,SANDY MUD,MUD,201.0
312,43.734761111111105,-69.90825833333334,SANDY MUD,MUD,
313,43.740930555555565,-69.88808333333334,SANDY MUD,MUD,
314,43.75904722222222,-69.88052499999999,SANDY MUD,MUD,
315,43.76741666666666,-69.89215,MUD,MUD,
316,43.76283333333333,-69.90035833333334,SANDY MUD,MUD,
317,43.759644444444454,-69.92071944444444,SANDY MUD,MUD,
318,43.759694444444435,-69.93462777777778,HARD BOTTOM (NO SAMPLE RECOVERED),,
319,43.740547222222226,-69.95033888888891,HARD BOTTOM (NO SAMPLE RECOVERED),,
320,43.75989722222222,-69.95478611111112,MUD,MUD,
321,43.75161666666666,-69.97106111111111,SANDY MUD,MUD,
322,43.739480555555566,-69.98082777777778,HARD BOTTOM (NO SAMPLE RECOVERED),,
323,43.741319444444436,-70.00050555555555,MUDDY SANDY GRAVEL,GRAVEL,
324,43.76304722222223,-69.986475,SANDY MUD,MUD,
325,43.76298333333333,-70.00015555555554,MUD,MUD,
326,43.71712222222222,-70.06187777777778,HARD BOTTOM (NO SAMPLE RECOVERED),,161.0
327,43.73672222222223,-70.06663333333333,MUDDY GRAVELLY SAND,SAND,
328,43.74489722222222,-70.05116111111111,HARD BOTTOM (NO SAMPLE RECOVERED),,
329,43.76024166666666,-70.038675,SANDY MUD,MUD,
330,43.805438888888894,-70.02472777777777,MUD,MUD,
331,43.820347222222225,-70.02488611111112,MUD,MUD,
332,43.825594444444455,-70.02856666666666,GRAVELLY MUD,MUD,
333,43.83647777777777,-70.031875,MUD,MUD,
334,43.8179388888889,-70.04388888888889,MUD,MUD,
335,43.80118055555555,-70.04548055555556,MUD,MUD,
336,43.79903333333333,-70.09346666666666,MUDDY SAND,SAND,
337,43.78693333333333,-70.08510277777778,SANDY MUD,MUD,
338,43.755358333333334,-70.05855,SANDY MUD,MUD,
339,43.75236666666667,-70.09010555555554,SANDY MUD,MUD,
340,43.721561111111114,-70.103325,SANDY MUD,MUD,161.0
341,43.709202777777776,-70.10320833333333,SANDY MUD,MUD,161.0
342,43.69029444444444,-70.13933333333334,GRAVELLY SAND,SAND,161.0
343,43.682536111111105,-70.13123055555555,SANDY MUD,MUD,161.0
344,43.6771,-70.12514722222221,HARD BOTTOM (NO SAMPLE RECOVERED),,161.0
345,43.646213888888894,-70.14590277777778,SANDY MUD,MUD,161.0
346,43.658091666666664,-70.13289999999999,SANDY MUD,MUD,161.0
347,43.670147222222226,-70.11927777777778,SANDY MUD,MUD,161.0
348,43.68608333333333,-70.09838888888888,MUD,MUD,161.0
349,43.70264166666667,-70.0795,MUDDY SANDY GRAVEL,GRAVEL,161.0
350,43.68910833333333,-70.07708888888888,HARD BOTTOM (NO SAMPLE RECOVERED),,161.0
351,43.66609166666667,-70.08812222222221,SANDY GRAVEL,GRAVEL,161.0
352,43.653680555555546,-70.10185,HARD BOTTOM (NO SAMPLE RECOVERED),,161.0
353,43.64122777777778,-70.11642222222221,HARD BOTTOM (NO SAMPLE RECOVERED),,161.0
354,43.624588888888894,-70.07186666666666,SANDY MUD,MUD,181.0
355,43.60556666666667,-70.05318333333334,HARD BOTTOM (NO SAMPLE RECOVERED),,181.0
356,43.588955555555565,-70.06120277777778,HARD BOTTOM (NO SAMPLE RECOVERED),,181.0
357,43.6056,-70.08503888888889,SANDY GRAVELLY MUD,MUD,162.0
358,43.60105,-70.12660277777778,HARD BOTTOM (NO SAMPLE RECOVERED),,162.0
359,43.58701666666667,-70.13856944444447,HARD BOTTOM (NO SAMPLE RECOVERED),,162.0
360,43.514575,-70.11818055555554,HARD BOTTOM (NO SAMPLE RECOVERED),,163.0
361,43.51830277777778,-70.14864166666668,HARD BOTTOM (NO SAMPLE RECOVERED),,163.0
362,43.53185277777778,-70.1342388888889,SANDY GRAVEL,GRAVEL,162.0
363,43.548297222222224,-70.15130833333333,HARD BOTTOM (NO SAMPLE RECOVERED),,162.0
364,43.535486111111105,-70.16508888888889,HARD BOTTOM (NO SAMPLE RECOVERED),,142.0
365,43.54758333333333,-70.20337777777777,HARD BOTTOM (NO SAMPLE RECOVERED),,142.0
366,43.550047222222226,-70.17997222222222,GRAVELLY SANDY MUD,MUD,142.0
367,43.563730555555544,-70.16815555555556,HARD BOTTOM (NO SAMPLE RECOVERED),,142.0
368,43.578116666666666,-70.17929722222222,HARD BOTTOM (NO SAMPLE RECOVERED),,142.0
369,43.647913888888894,-70.19148611111112,GRAVELLY SAND,SAND,141.0
370,43.65119722222222,-70.20155555555556,MUDDY SAND,SAND,141.0
371,43.64885555555556,-70.21008333333333,SANDY MUD,MUD,141.0
372,43.641713888888894,-70.21896944444444,GRAVELLY SAND,SAND,141.0
373,43.64466944444445,-70.22374722222223,MUDDY SAND,SAND,141.0
374,43.657188888888896,-70.22783055555556,MUDDY SAND,SAND,141.0
375,43.65933055555556,-70.23593333333334,SANDY MUD,MUD,141.0
376,43.66581944444446,-70.23444444444445,SANDY MUD,MUD,141.0
377,43.680119444444436,-70.24119166666667,GRAVELLY SAND,SAND,141.0
378,43.671713888888895,-70.22838888888889,SANDY MUD,MUD,141.0
379,43.66725,-70.22348333333333,MUD,MUD,141.0
380,43.67205,-70.21300277777777,SANDY MUD,MUD,141.0
381,43.65683333333333,-70.21531666666667,SANDY MUD,MUD,141.0
382,43.660055555555545,-70.20793611111111,SANDY MUD,MUD,141.0
383,43.67519166666666,-70.188125,MUD,MUD,141.0
384,43.69475833333333,-70.18599166666667,GRAVELLY MUDDY SAND,SAND,
385,43.69555,-70.19817222222223,MUD,MUD,
386,43.68691666666666,-70.21532777777779,MUD,MUD,
387,43.71220555555556,-70.21199722222222,SANDY MUD,MUD,
388,43.70536388888889,-70.194475,SANDY MUD,MUD,
389,43.71407222222222,-70.18493333333333,MUD,MUD,
390,43.72673055555556,-70.19442222222223,MUD,MUD,
391,43.75781111111111,-70.16965555555556,MUD,MUD,
