"X","left","top","right","bottom","grid_id","xcoord","ycoord","temp","dist_to_estuary","closest_estuary"
53,-70.6,42.4,-70.48,42.3,74,-70.53852,42.33115,5.17999988421798,24.0702291319862,"MASSACHUSETTS BAY"
54,-70.6,42.3,-70.48,42.2,75,-70.53852,42.23115,6.34999985806644,28.8984609303478,"MASSACHUSETTS BAY"
55,-70.6,42.3,-70.48,42.2,75,-70.53852,42.23115,5.14499988500029,28.8984609303478,"MASSACHUSETTS BAY"
56,-70.6,42.2,-70.48,42.1,76,-70.53852,42.13115,5.70499987248331,36.5883264585125,"MASSACHUSETTS BAY"
57,-70.6,42.2,-70.48,42.1,76,-70.53852,42.13115,4.62499989662319,36.5883264585125,"MASSACHUSETTS BAY"
58,-70.6,42.1,-70.48,42,77,-70.53852,42.03115,4.77999989315867,32.4485102953993,"CAPE COD BAY"
59,-70.6,42.1,-70.48,42,77,-70.53852,42.03115,4.06499990914017,32.4485102953993,"CAPE COD BAY"
60,-70.6,42,-70.48,41.9,78,-70.53852,41.93115,4.15499990712851,25.7984579051708,"CAPE COD BAY"
61,-70.6,42,-70.48,41.9,78,-70.53852,41.93115,4.01499991025776,25.7984579051708,"CAPE COD BAY"
62,-70.51,43.3,-70.39,43.2,85,-70.45192,43.28115,NA,8.48706985471721,"WELLS HARBOR"
63,-70.51,43.2,-70.39,43.1,86,-70.45192,43.18115,NA,12.7556232201129,"WELLS HARBOR"
64,-70.51,43.1,-70.39,43,87,-70.45192,43.08115,NA,18.8401129951757,"GREAT BAY"
65,-70.51,43,-70.39,42.9,88,-70.45192,42.98115,NA,19.6332265206856,"GREAT BAY"
66,-70.51,42.9,-70.39,42.8,89,-70.45192,42.88115,NA,25.7646503000055,"GREAT BAY"
67,-70.51,42.8,-70.39,42.7,90,-70.45192,42.78115,NA,24.4577878122438,"MERRIMACK RIVER"
68,-70.51,42.7,-70.39,42.6,91,-70.45192,42.68115,NA,26.6594490426769,"MERRIMACK RIVER"
69,-70.51,42.6,-70.39,42.5,92,-70.45192,42.58115,NA,32.7277929015366,"MERRIMACK RIVER"
70,-70.51,42.5,-70.39,42.4,93,-70.45192,42.48115,NA,32.2928808913985,"MASSACHUSETTS BAY"
71,-70.51,42.4,-70.39,42.3,94,-70.45192,42.38115,NA,30.4536765902524,"MASSACHUSETTS BAY"
72,-70.51,42.3,-70.39,42.2,95,-70.45192,42.28115,NA,32.5555122362257,"MASSACHUSETTS BAY"
73,-70.51,42.2,-70.39,42.1,96,-70.45192,42.18115,NA,37.9491111037087,"MASSACHUSETTS BAY"
74,-70.51,42.1,-70.39,42,97,-70.45192,42.08115,NA,32.6015203296723,"CAPE COD BAY"
75,-70.51,42,-70.39,41.9,98,-70.45192,41.98115,NA,23.4767751835766,"CAPE COD BAY"
76,-70.51,41.9,-70.39,41.8,99,-70.45192,41.88115,NA,16.9498936761285,"CAPE COD BAY"
77,-70.42,43.4,-70.31,43.3,104,-70.36532,43.33115,5.75499987136573,15.457132249029,"SACO BAY"
78,-70.42,43.4,-70.31,43.3,104,-70.36532,43.33115,4.2749999044463,15.457132249029,"SACO BAY"
79,-70.42,43.3,-70.31,43.2,105,-70.36532,43.23115,5.52499987650663,15.9077775258746,"WELLS HARBOR"
80,-70.42,43.3,-70.31,43.2,105,-70.36532,43.23115,4.48499989975244,15.9077775258746,"WELLS HARBOR"
81,-70.42,43.2,-70.31,43.1,106,-70.36532,43.13115,5.78499987069517,21.6316095431375,"WELLS HARBOR"
82,-70.42,43.2,-70.31,43.1,106,-70.36532,43.13115,4.7949998928234,21.6316095431375,"WELLS HARBOR"
83,-70.42,43.1,-70.31,43,107,-70.36532,43.03115,6.2849998595193,25.4506475056395,"GREAT BAY"
84,-70.42,43.1,-70.31,43,107,-70.36532,43.03115,4.96999988891184,25.4506475056395,"GREAT BAY"
85,-70.42,43,-70.31,42.9,108,-70.36532,42.93115,7.35499983560294,28.3314580903871,"GREAT BAY"
86,-70.42,43,-70.31,42.9,108,-70.36532,42.93115,5.47999987751245,28.3314580903871,"GREAT BAY"
87,-70.42,42.9,-70.31,42.8,109,-70.36532,42.83115,7.40499983448535,32.1033512215154,"MERRIMACK RIVER"
88,-70.42,42.9,-70.31,42.8,109,-70.36532,42.83115,5.53999987617135,32.1033512215154,"MERRIMACK RIVER"
89,-70.42,42.8,-70.31,42.7,110,-70.36532,42.73115,7.55499983113259,31.9356859641193,"MERRIMACK RIVER"
90,-70.42,42.8,-70.31,42.7,110,-70.36532,42.73115,5.56499987561256,31.9356859641193,"MERRIMACK RIVER"
91,-70.42,42.7,-70.31,42.6,111,-70.36532,42.63115,7.09999984130263,35.454047417229,"MERRIMACK RIVER"
92,-70.42,42.7,-70.31,42.6,111,-70.36532,42.63115,5.46499987784773,35.454047417229,"MERRIMACK RIVER"
93,-70.42,42.6,-70.31,42.5,112,-70.36532,42.53115,7.10499984119087,40.9476428331427,"MASSACHUSETTS BAY"
94,-70.42,42.6,-70.31,42.5,112,-70.36532,42.53115,5.29999988153577,40.9476428331427,"MASSACHUSETTS BAY"
95,-70.42,42.5,-70.31,42.4,113,-70.36532,42.43115,6.86499984655529,37.9230647813068,"MASSACHUSETTS BAY"
96,-70.42,42.5,-70.31,42.4,113,-70.36532,42.43115,5.1949998838827,37.9230647813068,"MASSACHUSETTS BAY"
97,-70.42,42.4,-70.31,42.3,114,-70.36532,42.33115,6.69499985035509,38.0453143642343,"MASSACHUSETTS BAY"
98,-70.42,42.4,-70.31,42.3,114,-70.36532,42.33115,5.21499988343567,38.0453143642343,"MASSACHUSETTS BAY"
99,-70.42,42.3,-70.31,42.2,115,-70.36532,42.23115,6.50999985449016,41.2864476746189,"MASSACHUSETTS BAY"
100,-70.42,42.3,-70.31,42.2,115,-70.36532,42.23115,5.1099998857826,41.2864476746189,"MASSACHUSETTS BAY"
101,-70.42,42.2,-70.31,42.1,116,-70.36532,42.13115,6.09999986365438,35.1841900281452,"CAPE COD BAY"
102,-70.42,42.2,-70.31,42.1,116,-70.36532,42.13115,4.66499989572912,35.1841900281452,"CAPE COD BAY"
103,-70.42,42.1,-70.31,42,117,-70.36532,42.03115,5.84999986924231,24.5363707319438,"CAPE COD BAY"
104,-70.42,42.1,-70.31,42,117,-70.36532,42.03115,4.59499989729375,24.5363707319438,"CAPE COD BAY"
105,-70.42,42,-70.31,41.9,118,-70.36532,41.93115,5.07499988656491,14.6280614349606,"CAPE COD BAY"
106,-70.42,42,-70.31,41.9,118,-70.36532,41.93115,4.49499989952892,14.6280614349606,"CAPE COD BAY"
107,-70.42,41.9,-70.31,41.8,119,-70.36532,41.83115,4.66499989572912,8.58878954719029,"CAPE COD BAY"
108,-70.42,41.9,-70.31,41.8,119,-70.36532,41.83115,3.87999991327524,8.58878954719029,"CAPE COD BAY"
109,-70.34,43.5,-70.22,43.4,123,-70.27872,43.48115,5.77499987091869,6.28780825273999,"SACO BAY"
110,-70.34,43.5,-70.22,43.4,123,-70.27872,43.48115,4.05499990936369,6.28780825273999,"SACO BAY"
111,-70.34,43.4,-70.22,43.3,124,-70.27872,43.38115,5.95999986678362,11.6357067401505,"SACO BAY"
112,-70.34,43.4,-70.22,43.3,124,-70.27872,43.38115,4.34499990288168,11.6357067401505,"SACO BAY"
113,-70.34,43.3,-70.22,43.2,125,-70.27872,43.28115,6.19499986153096,21.8879718934634,"SACO BAY"
114,-70.34,43.3,-70.22,43.2,125,-70.27872,43.28115,4.84499989170581,21.8879718934634,"SACO BAY"
115,-70.34,43.2,-70.22,43.1,126,-70.27872,43.18115,6.44499985594302,24.3928013915637,"WELLS HARBOR"
116,-70.34,43.2,-70.22,43.1,126,-70.27872,43.18115,5.22499988321215,24.3928013915637,"WELLS HARBOR"
117,-70.34,43.1,-70.22,43,127,-70.27872,43.08115,6.86999984644353,30.5652216706591,"WELLS HARBOR"
118,-70.34,43.1,-70.22,43,127,-70.27872,43.08115,5.46999987773597,30.5652216706591,"WELLS HARBOR"
119,-70.34,43,-70.22,42.9,128,-70.27872,42.98115,7.57499983068556,33.2018214179392,"GREAT BAY"
120,-70.34,43,-70.22,42.9,128,-70.27872,42.98115,5.6549998736009,33.2018214179392,"GREAT BAY"
121,-70.34,42.9,-70.22,42.8,129,-70.27872,42.88115,7.59999983012676,37.1736507355302,"GREAT BAY"
122,-70.34,42.9,-70.22,42.8,129,-70.27872,42.88115,5.65999987348914,37.1736507355302,"GREAT BAY"
123,-70.34,42.8,-70.22,42.7,130,-70.27872,42.78115,7.62499982956797,38.6070300316637,"MERRIMACK RIVER"
124,-70.34,42.8,-70.22,42.7,130,-70.27872,42.78115,5.56499987561256,38.6070300316637,"MERRIMACK RIVER"
125,-70.34,42.7,-70.22,42.6,131,-70.27872,42.68115,7.2049998389557,40.0560341263312,"MERRIMACK RIVER"
126,-70.34,42.7,-70.22,42.6,131,-70.27872,42.68115,5.51499987673014,40.0560341263312,"MERRIMACK RIVER"
127,-70.34,42.6,-70.22,42.5,132,-70.27872,42.58115,7.47499983292073,44.3430549929633,"MERRIMACK RIVER"
128,-70.34,42.6,-70.22,42.5,132,-70.27872,42.58115,5.739999871701,44.3430549929633,"MERRIMACK RIVER"
129,-70.34,42.5,-70.22,42.4,133,-70.27872,42.48115,7.2899998370558,45.9492067995306,"MASSACHUSETTS BAY"
130,-70.34,42.5,-70.22,42.4,133,-70.27872,42.48115,5.49999987706542,45.9492067995306,"MASSACHUSETTS BAY"
131,-70.34,42.4,-70.22,42.3,134,-70.27872,42.38115,6.93499984499067,44.6948706111169,"MASSACHUSETTS BAY"
132,-70.34,42.4,-70.22,42.3,134,-70.27872,42.38115,5.20999988354743,44.6948706111169,"MASSACHUSETTS BAY"
133,-70.34,42.3,-70.22,42.2,135,-70.27872,42.28115,6.62999985180795,46.1710930848582,"MASSACHUSETTS BAY"
134,-70.34,42.3,-70.22,42.2,135,-70.27872,42.28115,5.01999988779426,46.1710930848582,"MASSACHUSETTS BAY"
135,-70.34,42.2,-70.22,42.1,136,-70.27872,42.18115,6.17999986186624,39.7223849880272,"CAPE COD BAY"
136,-70.34,42.2,-70.22,42.1,136,-70.27872,42.18115,4.54499989841133,39.7223849880272,"CAPE COD BAY"
137,-70.34,42.1,-70.22,42,137,-70.27872,42.08115,5.79499987047166,28.5996860124154,"CAPE COD BAY"
138,-70.34,42.1,-70.22,42,137,-70.27872,42.08115,4.21999990567565,28.5996860124154,"CAPE COD BAY"
139,-70.34,42,-70.22,41.9,138,-70.27872,41.98115,5.10499988589436,17.4887617531253,"CAPE COD BAY"
140,-70.34,42,-70.22,41.9,138,-70.27872,41.98115,4.4199999012053,17.4887617531253,"CAPE COD BAY"
141,-70.34,41.9,-70.22,41.8,139,-70.27872,41.88115,4.80499989259988,6.45074507972161,"CAPE COD BAY"
142,-70.34,41.9,-70.22,41.8,139,-70.27872,41.88115,4.05499990936369,6.45074507972161,"CAPE COD BAY"
143,-70.34,41.8,-70.22,41.7,140,-70.27872,41.78115,4.67499989550561,5.02075823822375,"CAPE COD BAY"
144,-70.34,41.8,-70.22,41.7,140,-70.27872,41.78115,3.7049999171868,5.02075823822375,"CAPE COD BAY"
145,-70.25,43.6,-70.13,43.5,142,-70.19211,43.53115,NA,14.8181866894905,"SACO BAY"
146,-70.25,43.5,-70.13,43.4,143,-70.19211,43.43115,NA,13.8468482984312,"SACO BAY"
147,-70.25,43.4,-70.13,43.3,144,-70.19211,43.33115,NA,20.2911800516756,"SACO BAY"
148,-70.25,43.3,-70.13,43.2,145,-70.19211,43.23115,NA,29.6575285051384,"SACO BAY"
149,-70.25,43.2,-70.13,43.1,146,-70.19211,43.13115,NA,33.1387123061213,"WELLS HARBOR"
150,-70.25,43.1,-70.13,43,147,-70.19211,43.03115,NA,39.5210603557755,"WELLS HARBOR"
151,-70.25,43,-70.13,42.9,148,-70.19211,42.93115,NA,41.4624201220927,"GREAT BAY"
152,-70.25,42.9,-70.13,42.8,149,-70.19211,42.83115,NA,46.0695258263246,"MERRIMACK RIVER"
153,-70.25,42.8,-70.13,42.7,150,-70.19211,42.73115,NA,45.9720439609586,"MERRIMACK RIVER"
154,-70.25,42.7,-70.13,42.6,151,-70.19211,42.63115,NA,48.5004410788645,"MERRIMACK RIVER"
155,-70.25,42.6,-70.13,42.5,152,-70.19211,42.53115,NA,53.2822023431907,"MERRIMACK RIVER"
156,-70.25,42.5,-70.13,42.4,153,-70.19211,42.43115,NA,52.0601513466179,"MASSACHUSETTS BAY"
157,-70.25,42.4,-70.13,42.3,154,-70.19211,42.33115,NA,52.1687084679163,"MASSACHUSETTS BAY"
158,-70.25,42.3,-70.13,42.2,155,-70.19211,42.23115,NA,45.6338466408255,"CAPE COD BAY"
159,-70.25,42.2,-70.13,42.1,156,-70.19211,42.13115,NA,34.6215520204353,"CAPE COD BAY"
160,-70.25,42,-70.13,41.9,158,-70.19211,41.93115,NA,13.2129183203446,"CAPE COD BAY"
161,-70.25,41.9,-70.13,41.8,159,-70.19211,41.83115,NA,5.85718803794297,"CAPE COD BAY"
162,-70.16,43.6,-70.05,43.5,162,-70.10551,43.58115,4.78999989293516,12.0395955860844,"CASCO BAY"
163,-70.16,43.6,-70.05,43.5,162,-70.10551,43.58115,3.85499991383404,12.0395955860844,"CASCO BAY"
164,-70.16,43.5,-70.05,43.4,163,-70.10551,43.48115,6.63499985169619,20.1912151566,"SACO BAY"
165,-70.16,43.5,-70.05,43.4,163,-70.10551,43.48115,4.67999989539385,20.1912151566,"SACO BAY"
166,-70.16,43.4,-70.05,43.3,164,-70.10551,43.38115,7.09999984130263,22.45322335604,"SACO BAY"
167,-70.16,43.4,-70.05,43.3,164,-70.10551,43.38115,5.0499998871237,22.45322335604,"SACO BAY"
168,-70.16,43.3,-70.05,43.2,165,-70.10551,43.28115,7.749999826774,29.1281490045127,"SACO BAY"
169,-70.16,43.3,-70.05,43.2,165,-70.10551,43.28115,5.32499988097697,29.1281490045127,"SACO BAY"
170,-70.16,43.2,-70.05,43.1,166,-70.10551,43.18115,7.82999982498586,37.7111742891694,"WELLS HARBOR"
171,-70.16,43.2,-70.05,43.1,166,-70.10551,43.18115,5.68999987281859,37.7111742891694,"WELLS HARBOR"
172,-70.16,43.1,-70.05,43,167,-70.10551,43.08115,7.91999982297421,41.9846557213571,"WELLS HARBOR"
173,-70.16,43.1,-70.05,43,167,-70.10551,43.08115,6.03499986510724,41.9846557213571,"WELLS HARBOR"
174,-70.16,43,-70.05,42.9,168,-70.10551,42.98115,7.72499982733279,47.0833491349455,"GREAT BAY"
175,-70.16,43,-70.05,42.9,168,-70.10551,42.98115,6.08999986387789,47.0833491349455,"GREAT BAY"
176,-70.16,42.9,-70.05,42.8,169,-70.10551,42.88115,7.61999982967973,49.9817305224717,"GREAT BAY"
177,-70.16,42.9,-70.05,42.8,169,-70.10551,42.88115,6.00499986577779,49.9817305224717,"GREAT BAY"
178,-70.16,42.8,-70.05,42.7,170,-70.10551,42.78115,7.5799998305738,52.7582841198986,"MERRIMACK RIVER"
179,-70.16,42.8,-70.05,42.7,170,-70.10551,42.78115,6.17499986197799,52.7582841198986,"MERRIMACK RIVER"
180,-70.16,42.7,-70.05,42.6,171,-70.10551,42.68115,7.6649998286739,53.8470661850148,"MERRIMACK RIVER"
181,-70.16,42.7,-70.05,42.6,171,-70.10551,42.68115,6.31999985873699,53.8470661850148,"MERRIMACK RIVER"
182,-70.16,42.6,-70.05,42.5,172,-70.10551,42.58115,7.69499982800335,57.1262764274386,"MERRIMACK RIVER"
183,-70.16,42.6,-70.05,42.5,172,-70.10551,42.58115,6.25499986018986,57.1262764274386,"MERRIMACK RIVER"
184,-70.16,42.5,-70.05,42.4,173,-70.10551,42.48115,7.76999982632697,59.874258747606,"MASSACHUSETTS BAY"
185,-70.16,42.5,-70.05,42.4,173,-70.10551,42.48115,6.24999986030161,59.874258747606,"MASSACHUSETTS BAY"
186,-70.16,42.4,-70.05,42.3,174,-70.10551,42.38115,7.72499982733279,58.9370932040323,"MASSACHUSETTS BAY"
187,-70.16,42.4,-70.05,42.3,174,-70.10551,42.38115,6.01999986544251,58.9370932040323,"MASSACHUSETTS BAY"
188,-70.16,42.3,-70.05,42.2,175,-70.10551,42.28115,7.50999983213842,52.4539519589316,"CAPE COD BAY"
189,-70.16,42.3,-70.05,42.2,175,-70.10551,42.28115,5.96499986667186,52.4539519589316,"CAPE COD BAY"
190,-70.16,42.2,-70.05,42.1,176,-70.10551,42.18115,7.26999983750284,41.7601824989736,"CAPE COD BAY"
191,-70.16,42.2,-70.05,42.1,176,-70.10551,42.18115,5.80999987013638,41.7601824989736,"CAPE COD BAY"
192,-70.16,42,-70.05,41.9,178,-70.10551,41.98115,4.26999990455806,21.7353419080112,"CAPE COD BAY"
193,-70.16,42,-70.05,41.9,178,-70.10551,41.98115,3.13999992981553,21.7353419080112,"CAPE COD BAY"
194,-70.16,41.9,-70.05,41.8,179,-70.10551,41.88115,3.9349999120459,14.4375055717879,"CAPE COD BAY"
195,-70.16,41.9,-70.05,41.8,179,-70.10551,41.88115,3.04499993193895,14.4375055717879,"CAPE COD BAY"
196,-70.08,43.7,-69.96,43.6,181,-70.01891,43.63115,4.95499988924712,3.82674646976167,"CASCO BAY"
197,-70.08,43.7,-69.96,43.6,181,-70.01891,43.63115,3.80499991495162,3.82674646976167,"CASCO BAY"
198,-70.08,43.6,-69.96,43.5,182,-70.01891,43.53115,5.4849998774007,14.9217028547382,"CASCO BAY"
199,-70.08,43.6,-69.96,43.5,182,-70.01891,43.53115,4.16999990679324,14.9217028547382,"CASCO BAY"
200,-70.08,43.5,-69.96,43.4,183,-70.01891,43.43115,7.00999984331429,26.0482441532851,"CASCO BAY"
201,-70.08,43.5,-69.96,43.4,183,-70.01891,43.43115,4.71999989449978,26.0482441532851,"CASCO BAY"
202,-70.08,43.4,-69.96,43.3,184,-70.01891,43.33115,7.62499982956797,31.2573949271906,"SACO BAY"
203,-70.08,43.4,-69.96,43.3,184,-70.01891,43.33115,5.34499988052994,31.2573949271906,"SACO BAY"
204,-70.08,43.3,-69.96,43.2,185,-70.01891,43.23115,7.89999982342124,38.0235812417117,"SACO BAY"
205,-70.08,43.3,-69.96,43.2,185,-70.01891,43.23115,5.62499987427145,38.0235812417117,"SACO BAY"
206,-70.08,43.2,-69.96,43.1,186,-70.01891,43.13115,7.93499982263893,46.0812404303063,"WELLS HARBOR"
207,-70.08,43.2,-69.96,43.1,186,-70.01891,43.13115,5.90999986790121,46.0812404303063,"WELLS HARBOR"
208,-70.08,43.1,-69.96,43,187,-70.01891,43.03115,7.78999982587993,50.8812094782569,"WELLS HARBOR"
209,-70.08,43.1,-69.96,43,187,-70.01891,43.03115,6.09999986365438,50.8812094782569,"WELLS HARBOR"
210,-70.08,43,-69.96,42.9,188,-70.01891,42.93115,7.72999982722104,55.0761327649968,"GREAT BAY"
211,-70.08,43,-69.96,42.9,188,-70.01891,42.93115,6.21999986097217,55.0761327649968,"GREAT BAY"
212,-70.08,42.9,-69.96,42.8,189,-70.01891,42.83115,7.71499982755631,58.64961957905,"GREAT BAY"
213,-70.08,42.9,-69.96,42.8,189,-70.01891,42.83115,6.2849998595193,58.64961957905,"GREAT BAY"
214,-70.08,42.8,-69.96,42.7,190,-70.01891,42.73115,7.76499982643872,60.0646906980276,"MERRIMACK RIVER"
215,-70.08,42.8,-69.96,42.7,190,-70.01891,42.73115,6.33999985828996,60.0646906980276,"MERRIMACK RIVER"
216,-70.08,42.7,-69.96,42.6,191,-70.01891,42.63115,7.82499982509762,62.0406281869466,"MERRIMACK RIVER"
217,-70.08,42.7,-69.96,42.6,191,-70.01891,42.63115,6.44499985594302,62.0406281869466,"MERRIMACK RIVER"
218,-70.08,42.6,-69.96,42.5,192,-70.01891,42.53115,7.84499982465059,65.8645984835063,"MERRIMACK RIVER"
219,-70.08,42.6,-69.96,42.5,192,-70.01891,42.53115,6.45499985571951,65.8645984835063,"MERRIMACK RIVER"
220,-70.08,42.5,-69.96,42.4,193,-70.01891,42.43115,7.91999982297421,66.2391097998873,"MASSACHUSETTS BAY"
221,-70.08,42.5,-69.96,42.4,193,-70.01891,42.43115,6.39499985706061,66.2391097998873,"MASSACHUSETTS BAY"
222,-70.08,42.4,-69.96,42.3,194,-70.01891,42.33115,7.87499982398003,59.8709398971813,"CAPE COD BAY"
223,-70.08,42.4,-69.96,42.3,194,-70.01891,42.33115,6.35499985795468,59.8709398971813,"CAPE COD BAY"
224,-70.08,42.3,-69.96,42.2,195,-70.01891,42.23115,7.80499982554466,49.5326105657208,"CAPE COD BAY"
225,-70.08,42.3,-69.96,42.2,195,-70.01891,42.23115,6.37499985750765,49.5326105657208,"CAPE COD BAY"
226,-70.08,42.2,-69.96,42.1,196,-70.01891,42.13115,7.64999982900918,39.6266239849661,"CAPE COD BAY"
227,-70.08,42.2,-69.96,42.1,196,-70.01891,42.13115,6.3449998581782,39.6266239849661,"CAPE COD BAY"
228,-69.99,43.7,-69.87,43.6,201,-69.93231,43.68115,NA,6.60523925294683,"CASCO BAY"
229,-69.99,43.6,-69.87,43.5,202,-69.93231,43.58115,NA,11.3043722948082,"CASCO BAY"
230,-69.99,43.5,-69.87,43.4,203,-69.93231,43.48115,NA,21.4426905694107,"CASCO BAY"
231,-69.99,43.4,-69.87,43.3,204,-69.93231,43.38115,NA,32.2432880335732,"CASCO BAY"
