left,top,right,bottom,grid_id,xcoord,ycoord
-70.50966,42.13115,-70.39419,42.03115,97,-70.45192,42.08115
-70.50966,42.03115,-70.39419,41.93115,98,-70.45192,41.98115
-70.50966,41.93115,-70.39419,41.83115,99,-70.45192,41.88115
-70.50966,41.83115,-70.39419,41.73115,100,0.00000,
-70.42305,43.68115,-70.30758,43.58115,101,0.00000,
-70.42305,43.58115,-70.30758,43.48115,102,0.00000,
-70.42305,43.48115,-70.30758,43.38115,103,0.00000,
-70.42305,43.38115,-70.30758,43.28115,104,-70.36532,43.33115
-70.42305,43.28115,-70.30758,43.18115,105,-70.36532,43.23115
-70.42305,43.18115,-70.30758,43.08115,106,-70.36532,43.13115
-70.42305,43.08115,-70.30758,42.98115,107,-70.36532,43.03115
-70.42305,42.98115,-70.30758,42.88115,108,-70.36532,42.93115
-70.42305,42.88115,-70.30758,42.78115,109,-70.36532,42.83115
-70.42305,42.78115,-70.30758,42.68115,110,-70.36532,42.73115
-70.42305,42.68115,-70.30758,42.58115,111,-70.36532,42.63115
-70.42305,42.58115,-70.30758,42.48115,112,-70.36532,42.53115
-70.42305,42.48115,-70.30758,42.38115,113,-70.36532,42.43115
-70.42305,42.38115,-70.30758,42.28115,114,-70.36532,42.33115
-70.42305,42.28115,-70.30758,42.18115,115,-70.36532,42.23115
-70.42305,42.18115,-70.30758,42.08115,116,-70.36532,42.13115
-70.42305,42.08115,-70.30758,41.98115,117,-70.36532,42.03115
-70.42305,41.98115,-70.30758,41.88115,118,-70.36532,41.93115
-70.42305,41.88115,-70.30758,41.78115,119,-70.36532,41.83115
-70.42305,41.78115,-70.30758,41.68115,120,0.00000,
-70.33645,43.73115,-70.22098,43.63115,121,0.00000,
-70.33645,43.63115,-70.22098,43.53115,122,0.00000,
-70.33645,43.53115,-70.22098,43.43115,123,-70.27872,43.48115
-70.33645,43.43115,-70.22098,43.33115,124,-70.27872,43.38115
-70.33645,43.33115,-70.22098,43.23115,125,-70.27872,43.28115
-70.33645,43.23115,-70.22098,43.13115,126,-70.27872,43.18115
-70.33645,43.13115,-70.22098,43.03115,127,-70.27872,43.08115
-70.33645,43.03115,-70.22098,42.93115,128,-70.27872,42.98115
-70.33645,42.93115,-70.22098,42.83115,129,-70.27872,42.88115
-70.33645,42.83115,-70.22098,42.73115,130,-70.27872,42.78115
-70.33645,42.73115,-70.22098,42.63115,131,-70.27872,42.68115
-70.33645,42.63115,-70.22098,42.53115,132,-70.27872,42.58115
-70.33645,42.53115,-70.22098,42.43115,133,-70.27872,42.48115
-70.33645,42.43115,-70.22098,42.33115,134,-70.27872,42.38115
-70.33645,42.33115,-70.22098,42.23115,135,-70.27872,42.28115
-70.33645,42.23115,-70.22098,42.13115,136,-70.27872,42.18115
-70.33645,42.13115,-70.22098,42.03115,137,-70.27872,42.08115
-70.33645,42.03115,-70.22098,41.93115,138,-70.27872,41.98115
-70.33645,41.93115,-70.22098,41.83115,139,-70.27872,41.88115
-70.33645,41.83115,-70.22098,41.73115,140,-70.27872,41.78115
-70.24985,43.68115,-70.13438,43.58115,141,0.00000,
-70.24985,43.58115,-70.13438,43.48115,142,-70.19211,43.53115
-70.24985,43.48115,-70.13438,43.38115,143,-70.19211,43.43115
-70.24985,43.38115,-70.13438,43.28115,144,-70.19211,43.33115
-70.24985,43.28115,-70.13438,43.18115,145,-70.19211,43.23115
-70.24985,43.18115,-70.13438,43.08115,146,-70.19211,43.13115
-70.24985,43.08115,-70.13438,42.98115,147,-70.19211,43.03115
-70.24985,42.98115,-70.13438,42.88115,148,-70.19211,42.93115
-70.24985,42.88115,-70.13438,42.78115,149,-70.19211,42.83115
-70.24985,42.78115,-70.13438,42.68115,150,-70.19211,42.73115
-70.24985,42.68115,-70.13438,42.58115,151,-70.19211,42.63115
-70.24985,42.58115,-70.13438,42.48115,152,-70.19211,42.53115
-70.24985,42.48115,-70.13438,42.38115,153,-70.19211,42.43115
-70.24985,42.38115,-70.13438,42.28115,154,-70.19211,42.33115
-70.24985,42.28115,-70.13438,42.18115,155,-70.19211,42.23115
-70.24985,42.18115,-70.13438,42.08115,156,-70.19211,42.13115
-70.24985,42.08115,-70.13438,41.98115,157,0.00000,
-70.24985,41.98115,-70.13438,41.88115,158,-70.19211,41.93115
-70.24985,41.88115,-70.13438,41.78115,159,-70.19211,41.83115
-70.24985,41.78115,-70.13438,41.68115,160,0.00000,
-70.16325,43.73115,-70.04778,43.63115,161,0.00000,
-70.16325,43.63115,-70.04778,43.53115,162,-70.10551,43.58115
-70.16325,43.53115,-70.04778,43.43115,163,-70.10551,43.48115
-70.16325,43.43115,-70.04778,43.33115,164,-70.10551,43.38115
-70.16325,43.33115,-70.04778,43.23115,165,-70.10551,43.28115
-70.16325,43.23115,-70.04778,43.13115,166,-70.10551,43.18115
-70.16325,43.13115,-70.04778,43.03115,167,-70.10551,43.08115
-70.16325,43.03115,-70.04778,42.93115,168,-70.10551,42.98115
-70.16325,42.93115,-70.04778,42.83115,169,-70.10551,42.88115
-70.16325,42.83115,-70.04778,42.73115,170,-70.10551,42.78115
-70.16325,42.73115,-70.04778,42.63115,171,-70.10551,42.68115
-70.16325,42.63115,-70.04778,42.53115,172,-70.10551,42.58115
-70.16325,42.53115,-70.04778,42.43115,173,-70.10551,42.48115
-70.16325,42.43115,-70.04778,42.33115,174,-70.10551,42.38115
-70.16325,42.33115,-70.04778,42.23115,175,-70.10551,42.28115
-70.16325,42.23115,-70.04778,42.13115,176,-70.10551,42.18115
-70.16325,42.13115,-70.04778,42.03115,177,0.00000,
-70.16325,42.03115,-70.04778,41.93115,178,-70.10551,41.98115
-70.16325,41.93115,-70.04778,41.83115,179,-70.10551,41.88115
-70.16325,41.83115,-70.04778,41.73115,180,0.00000,
-70.07664,43.68115,-69.96117,43.58115,181,-70.01891,43.63115
-70.07664,43.58115,-69.96117,43.48115,182,-70.01891,43.53115
-70.07664,43.48115,-69.96117,43.38115,183,-70.01891,43.43115
-70.07664,43.38115,-69.96117,43.28115,184,-70.01891,43.33115
-70.07664,43.28115,-69.96117,43.18115,185,-70.01891,43.23115
-70.07664,43.18115,-69.96117,43.08115,186,-70.01891,43.13115
-70.07664,43.08115,-69.96117,42.98115,187,-70.01891,43.03115
-70.07664,42.98115,-69.96117,42.88115,188,-70.01891,42.93115
-70.07664,42.88115,-69.96117,42.78115,189,-70.01891,42.83115
-70.07664,42.78115,-69.96117,42.68115,190,-70.01891,42.73115
-70.07664,42.68115,-69.96117,42.58115,191,-70.01891,42.63115
-70.07664,42.58115,-69.96117,42.48115,192,-70.01891,42.53115
-70.07664,42.48115,-69.96117,42.38115,193,-70.01891,42.43115
-70.07664,42.38115,-69.96117,42.28115,194,-70.01891,42.33115
-70.07664,42.28115,-69.96117,42.18115,195,-70.01891,42.23115
-70.07664,42.18115,-69.96117,42.08115,196,-70.01891,42.13115
-70.07664,42.08115,-69.96117,41.98115,197,0.00000,
-70.07664,41.98115,-69.96117,41.88115,198,0.00000,
-70.07664,41.88115,-69.96117,41.78115,199,0.00000,
-70.07664,41.78115,-69.96117,41.68115,200,0.00000,
-69.99004,43.73115,-69.87457,43.63115,201,-69.93231,43.68115
-69.99004,43.63115,-69.87457,43.53115,202,-69.93231,43.58115
-69.99004,43.53115,-69.87457,43.43115,203,-69.93231,43.48115
-69.99004,43.43115,-69.87457,43.33115,204,-69.93231,43.38115
-69.99004,43.33115,-69.87457,43.23115,205,-69.93231,43.28115
-69.99004,43.23115,-69.87457,43.13115,206,-69.93231,43.18115
-69.99004,43.13115,-69.87457,43.03115,207,-69.93231,43.08115
-69.99004,43.03115,-69.87457,42.93115,208,-69.93231,42.98115
-69.99004,42.93115,-69.87457,42.83115,209,-69.93231,42.88115
-69.99004,42.83115,-69.87457,42.73115,210,-69.93231,42.78115
-69.99004,42.73115,-69.87457,42.63115,211,-69.93231,42.68115
-69.99004,42.63115,-69.87457,42.53115,212,-69.93231,42.58115
-69.99004,42.53115,-69.87457,42.43115,213,-69.93231,42.48115
-69.99004,42.43115,-69.87457,42.33115,214,-69.93231,42.38115
-69.99004,42.33115,-69.87457,42.23115,215,-69.93231,42.28115
-69.99004,42.23115,-69.87457,42.13115,216,-69.93231,42.18115
-69.99004,42.13115,-69.87457,42.03115,217,-69.93231,42.08115
-69.99004,42.03115,-69.87457,41.93115,218,-69.93231,41.98115
-69.99004,41.93115,-69.87457,41.83115,219,0.00000,
-69.99004,41.83115,-69.87457,41.73115,220,0.00000,
-69.90344,43.68115,-69.78797,43.58115,221,-69.84570,43.63115
-69.90344,43.58115,-69.78797,43.48115,222,-69.84570,43.53115
-69.90344,43.48115,-69.78797,43.38115,223,-69.84570,43.43115
-69.90344,43.38115,-69.78797,43.28115,224,-69.84570,43.33115
-69.90344,43.28115,-69.78797,43.18115,225,-69.84570,43.23115
-69.90344,43.18115,-69.78797,43.08115,226,-69.84570,43.13115
-69.90344,43.08115,-69.78797,42.98115,227,-69.84570,43.03115
-69.90344,42.98115,-69.78797,42.88115,228,-69.84570,42.93115
-69.90344,42.88115,-69.78797,42.78115,229,-69.84570,42.83115
-69.90344,42.78115,-69.78797,42.68115,230,-69.84570,42.73115
-69.90344,42.68115,-69.78797,42.58115,231,-69.84570,42.63115
-69.90344,42.58115,-69.78797,42.48115,232,-69.84570,42.53115
-69.90344,42.48115,-69.78797,42.38115,233,-69.84570,42.43115
-69.90344,42.38115,-69.78797,42.28115,234,-69.84570,42.33115
-69.90344,42.28115,-69.78797,42.18115,235,-69.84570,42.23115
-69.90344,42.18115,-69.78797,42.08115,236,-69.84570,42.13115
-69.90344,42.08115,-69.78797,41.98115,237,-69.84570,42.03115
-69.90344,41.98115,-69.78797,41.88115,238,-69.84570,41.93115
-69.90344,41.88115,-69.78797,41.78115,239,-69.84570,41.83115
-69.90344,41.78115,-69.78797,41.68115,240,-69.84570,41.73115
-69.81684,43.73115,-69.70137,43.63115,241,-69.75910,43.68115
-69.81684,43.63115,-69.70137,43.53115,242,-69.75910,43.58115
-69.81684,43.53115,-69.70137,43.43115,243,-69.75910,43.48115
-69.81684,43.43115,-69.70137,43.33115,244,-69.75910,43.38115
-69.81684,43.33115,-69.70137,43.23115,245,-69.75910,43.28115
-69.81684,43.23115,-69.70137,43.13115,246,-69.75910,43.18115
-69.81684,43.13115,-69.70137,43.03115,247,-69.75910,43.08115
-69.81684,43.03115,-69.70137,42.93115,248,-69.75910,42.98115
-69.81684,42.93115,-69.70137,42.83115,249,-69.75910,42.88115
-69.81684,42.83115,-69.70137,42.73115,250,-69.75910,42.78115
-69.81684,42.73115,-69.70137,42.63115,251,-69.75910,42.68115
-69.81684,42.63115,-69.70137,42.53115,252,-69.75910,42.58115
-69.81684,42.53115,-69.70137,42.43115,253,-69.75910,42.48115
-69.81684,42.43115,-69.70137,42.33115,254,-69.75910,42.38115
-69.81684,42.33115,-69.70137,42.23115,255,-69.75910,42.28115
-69.81684,42.23115,-69.70137,42.13115,256,-69.75910,42.18115
-69.81684,42.13115,-69.70137,42.03115,257,-69.75910,42.08115
-69.81684,42.03115,-69.70137,41.93115,258,-69.75910,41.98115
-69.81684,41.93115,-69.70137,41.83115,259,-69.75910,41.88115
-69.81684,41.83115,-69.70137,41.73115,260,-69.75910,41.78115
-69.73023,43.68115,-69.61476,43.58115,261,-69.67250,43.63115
-69.73023,43.58115,-69.61476,43.48115,262,-69.67250,43.53115
-69.73023,43.48115,-69.61476,43.38115,263,-69.67250,43.43115
-69.73023,43.38115,-69.61476,43.28115,264,-69.67250,43.33115
-69.73023,43.28115,-69.61476,43.18115,265,-69.67250,43.23115
-69.73023,43.18115,-69.61476,43.08115,266,-69.67250,43.13115
-69.73023,43.08115,-69.61476,42.98115,267,-69.67250,43.03115
-69.73023,42.98115,-69.61476,42.88115,268,-69.67250,42.93115
-69.73023,42.88115,-69.61476,42.78115,269,-69.67250,42.83115
-69.73023,42.78115,-69.61476,42.68115,270,-69.67250,42.73115
-69.73023,42.68115,-69.61476,42.58115,271,-69.67250,42.63115
-69.73023,42.58115,-69.61476,42.48115,272,-69.67250,42.53115
-69.73023,42.48115,-69.61476,42.38115,273,-69.67250,42.43115
-69.73023,42.38115,-69.61476,42.28115,274,-69.67250,42.33115
-69.73023,42.28115,-69.61476,42.18115,275,-69.67250,42.23115
-69.73023,42.18115,-69.61476,42.08115,276,-69.67250,42.13115
-69.73023,42.08115,-69.61476,41.98115,277,-69.67250,42.03115
-69.73023,41.98115,-69.61476,41.88115,278,-69.67250,41.93115
-69.73023,41.88115,-69.61476,41.78115,279,-69.67250,41.83115
-69.73023,41.78115,-69.61476,41.68115,280,-69.67250,41.73115
-69.64363,43.73115,-69.52816,43.63115,281,-69.58590,43.68115
-69.64363,43.63115,-69.52816,43.53115,282,-69.58590,43.58115
-69.64363,43.53115,-69.52816,43.43115,283,-69.58590,43.48115
-69.64363,43.43115,-69.52816,43.33115,284,-69.58590,43.38115
-69.64363,43.33115,-69.52816,43.23115,285,-69.58590,43.28115
-69.64363,43.23115,-69.52816,43.13115,286,-69.58590,43.18115
-69.64363,43.13115,-69.52816,43.03115,287,-69.58590,43.08115
-69.64363,43.03115,-69.52816,42.93115,288,-69.58590,42.98115
-69.64363,42.93115,-69.52816,42.83115,289,-69.58590,42.88115
-69.64363,42.83115,-69.52816,42.73115,290,-69.58590,42.78115
-69.64363,42.73115,-69.52816,42.63115,291,-69.58590,42.68115
-69.64363,42.63115,-69.52816,42.53115,292,-69.58590,42.58115
-69.64363,42.53115,-69.52816,42.43115,293,-69.58590,42.48115
-69.64363,42.43115,-69.52816,42.33115,294,-69.58590,42.38115
-69.64363,42.33115,-69.52816,42.23115,295,-69.58590,42.28115
-69.64363,42.23115,-69.52816,42.13115,296,-69.58590,42.18115
-69.64363,42.13115,-69.52816,42.03115,297,-69.58590,42.08115
-69.64363,42.03115,-69.52816,41.93115,298,-69.58590,41.98115
-69.64363,41.93115,-69.52816,41.83115,299,-69.58590,41.88115
-69.64363,41.83115,-69.52816,41.73115,300,-69.58590,41.78115
-69.55703,43.68115,-69.44156,43.58115,301,-69.49929,43.63115
-69.55703,43.58115,-69.44156,43.48115,302,-69.49929,43.53115
-69.55703,43.48115,-69.44156,43.38115,303,-69.49929,43.43115
-69.55703,43.38115,-69.44156,43.28115,304,-69.49929,43.33115
-69.55703,43.28115,-69.44156,43.18115,305,-69.49929,43.23115
-69.55703,43.18115,-69.44156,43.08115,306,-69.49929,43.13115
-69.55703,43.08115,-69.44156,42.98115,307,-69.49929,43.03115
-69.55703,42.98115,-69.44156,42.88115,308,-69.49929,42.93115
-69.55703,42.88115,-69.44156,42.78115,309,-69.49929,42.83115
-69.55703,42.78115,-69.44156,42.68115,310,-69.49929,42.73115
-69.55703,42.68115,-69.44156,42.58115,311,-69.49929,42.63115
-69.55703,42.58115,-69.44156,42.48115,312,-69.49929,42.53115
-69.55703,42.48115,-69.44156,42.38115,313,-69.49929,42.43115
-69.55703,42.38115,-69.44156,42.28115,314,-69.49929,42.33115
-69.55703,42.28115,-69.44156,42.18115,315,-69.49929,42.23115
-69.55703,42.18115,-69.44156,42.08115,316,-69.49929,42.13115
-69.55703,42.08115,-69.44156,41.98115,317,-69.49929,42.03115
-69.55703,41.98115,-69.44156,41.88115,318,-69.49929,41.93115
-69.55703,41.88115,-69.44156,41.78115,319,-69.49929,41.83115
-69.55703,41.78115,-69.44156,41.68115,320,-69.49929,41.73115
