"","grid_id","month","number_of_fish","average_fish_length","percent_male","percent_spawning","averge_tow_weight","percent_Resting_maturity_fish","percent_Ripe_maturity_fish","percent_Ripe...Running_maturity_fish","percent_Spent_maturity_fish","X","air_temperatures_deg_f","atmospheric_pressure_mb","visibility_m","wave_height_m","wave_period_s","wind_direction_degrees","wind_gust_m.s","wind_speed_m.s","sediement_NA_flag","temp"
"61",71,7,3,271.666666666667,0.333333333333333,0,5.9,1,0,0,0,318,62.1274369029415,1014.30015949778,2367.93643147816,1.11733012464281,7.34918737787679,194.858521480501,5.46958739894217,4.61699390788601,0,6.86499984655529
"62",72,4,12,301.333333333333,0.75,0.416666666666667,35.18,0.583333333333333,0.25,0.166666666666667,0,327,40.1944539522317,1014.77901435421,2700.83543514886,1.92160046176878,7.88433542924778,198.728693611606,8.23636656274998,6.79031191195607,0,6.35999985784292
"63",72,4,12,301.333333333333,0.75,0.416666666666667,35.18,0.583333333333333,0.25,0.166666666666667,0,327,40.1944539522317,1014.77901435421,2700.83543514886,1.92160046176878,7.88433542924778,198.728693611606,8.23636656274998,6.79031191195607,0,4.4799998998642
"64",72,5,3,277.333333333333,0.333333333333333,0,8.32,0.666666666666667,0,0,0.333333333333333,328,46.9929962470948,1015.64811907346,2528.41116521094,1.34857874781429,7.41799635619144,185.544804417625,6.43771253629677,5.41263613882948,0,6.35999985784292
"65",72,5,3,277.333333333333,0.333333333333333,0,8.32,0.666666666666667,0,0,0.333333333333333,328,46.9929962470948,1015.64811907346,2528.41116521094,1.34857874781429,7.41799635619144,185.544804417625,6.43771253629677,5.41263613882948,0,4.4799998998642
"66",72,12,1,273,1,0,5.25,0,0,0,1,335,41.9065518935908,1016.2087343269,2759.29320498766,2.23186699503537,7.55493218291685,215.399717750988,10.5360483226167,8.43509305944487,0,6.35999985784292
"67",72,12,1,273,1,0,5.25,0,0,0,1,335,41.9065518935908,1016.2087343269,2759.29320498766,2.23186699503537,7.55493218291685,215.399717750988,10.5360483226167,8.43509305944487,0,4.4799998998642
"68",73,4,2,343,1,0,5.23,1,0,0,0,339,40.1944546767449,1014.77901408176,2700.83574406622,1.92160016366257,7.88433475707381,198.72869981018,8.23636690837722,6.7903121620884,0,5.15999988466501
"69",73,4,2,343,1,0,5.23,1,0,0,0,339,40.1944546767449,1014.77901408176,2700.83574406622,1.92160016366257,7.88433475707381,198.72869981018,8.23636690837722,6.7903121620884,0,6.82499984744936
"70",73,5,1,470,0,0,5.28,1,0,0,0,340,46.9929985135186,1015.64812002269,2528.41159957711,1.34857852575592,7.41799580954149,185.544804105638,6.43771273949775,5.41263628872721,0,5.15999988466501
"71",73,5,1,470,0,0,5.28,1,0,0,0,340,46.9929985135186,1015.64812002269,2528.41159957711,1.34857852575592,7.41799580954149,185.544804105638,6.43771273949775,5.41263628872721,0,6.82499984744936
"72",73,6,1,309,0,0,2.68,1,0,0,0,341,54.4687357505112,1013.72892346123,2591.32420424341,1.1942842001757,7.26827839451412,200.16510584668,6.01288933785935,5.08163989141488,0,5.15999988466501
"73",73,6,1,309,0,0,2.68,1,0,0,0,341,54.4687357505112,1013.72892346123,2591.32420424341,1.1942842001757,7.26827839451412,200.16510584668,6.01288933785935,5.08163989141488,0,6.82499984744936
"74",73,10,1,362,0,0,8.52,1,0,0,0,345,56.3740637395126,1015.81590910979,2718.91931327314,1.89699986286819,7.52326230121673,196.669330278213,9.02108010197631,7.39558917987622,0,5.15999988466501
"75",73,10,1,362,0,0,8.52,1,0,0,0,345,56.3740637395126,1015.81590910979,2718.91931327314,1.89699986286819,7.52326230121673,196.669330278213,9.02108010197631,7.39558917987622,0,6.82499984744936
"76",74,4,2,278.5,0,0,4.06,0.5,0,0,0.5,351,40.1944553997807,1014.77901380987,2700.83605235365,1.92159986616424,7.8843340862705,198.728705996114,8.23636725329966,6.79031241171067,0,5.17999988421798
"77",74,4,2,278.5,0,0,4.06,0.5,0,0,0.5,351,40.1944553997807,1014.77901380987,2700.83605235365,1.92159986616424,7.8843340862705,198.728705996114,8.23636725329966,6.79031241171067,0,6.78999984823167
"78",74,7,1,233,0,0,1.34,1,0,0,0,354,62.1274386576153,1014.30015791459,2367.93711561876,1.11732951238209,7.34918588418136,194.858528986176,5.46958815881575,4.6169946098242,0,5.17999988421798
"79",74,7,1,233,0,0,1.34,1,0,0,0,354,62.1274386576153,1014.30015791459,2367.93711561876,1.11732951238209,7.34918588418136,194.858528986176,5.46958815881575,4.6169946098242,0,6.78999984823167
"80",74,12,46,357.195652173913,0.456521739130435,0.934782608695652,139.309130434782,0.0217391304347826,0.434782608695652,0.5,0.0434782608695652,359,41.9065453430115,1016.20873324171,2759.29332439685,2.23186614735987,7.55493029623066,215.399738389789,10.5360491208631,8.43509356465889,0,5.17999988421798
"81",74,12,46,357.195652173913,0.456521739130435,0.934782608695652,139.309130434782,0.0217391304347826,0.434782608695652,0.5,0.0434782608695652,359,41.9065453430115,1016.20873324171,2759.29332439685,2.23186614735987,7.55493029623066,215.399738389789,10.5360491208631,8.43509356465889,0,6.78999984823167
"82",75,5,3,166.666666666667,0.666666666666667,0.333333333333333,4.3,0.666666666666667,0,0.333333333333333,0,364,46.9930030325025,1015.64812191535,2528.41246565243,1.3485780829975,7.41799471958546,185.544803483574,6.43771314465674,5.41263658760576,0,6.34999985806644
"83",75,5,3,166.666666666667,0.666666666666667,0.333333333333333,4.3,0.666666666666667,0,0.333333333333333,0,364,46.9930030325025,1015.64812191535,2528.41246565243,1.3485780829975,7.41799471958546,185.544803483574,6.43771314465674,5.41263658760576,0,5.14499988500029
"84",75,6,1,1506,0,0,3,1,0,0,0,365,54.4687388703429,1013.72892287044,2591.32470257695,1.19428381089244,7.26827728808445,200.165120250289,6.01288988998584,5.08164031239719,0,6.34999985806644
"85",75,6,1,1506,0,0,3,1,0,0,0,365,54.4687388703429,1013.72892287044,2591.32470257695,1.19428381089244,7.26827728808445,200.165120250289,6.01288988998584,5.08164031239719,0,5.14499988500029
"86",75,12,60,299.85,0.783333333333333,0.9,740.169999999999,0.05,0.183333333333333,0.716666666666667,0.05,371,41.9065420777488,1016.20873270079,2759.29338391866,2.23186572481966,7.55492935577553,215.399748677598,10.5360495187645,8.43509381649256,0,6.34999985806644
"87",75,12,60,299.85,0.783333333333333,0.9,740.169999999999,0.05,0.183333333333333,0.716666666666667,0.05,371,41.9065420777488,1016.20873270079,2759.29338391866,2.23186572481966,7.55492935577553,215.399748677598,10.5360495187645,8.43509381649256,0,5.14499988500029
"88",76,1,1,113,1,0,2.07,1,0,0,0,372,36.9222920971659,1013.55649850927,2653.38537518954,2.78926725575437,8.20348415725235,212.222145386624,11.6629105203407,9.32121888201463,0,5.70499987248331
"89",76,1,1,113,1,0,2.07,1,0,0,0,372,36.9222920971659,1013.55649850927,2653.38537518954,2.78926725575437,8.20348415725235,212.222145386624,11.6629105203407,9.32121888201463,0,4.62499989662319
"90",76,5,11,184.090909090909,0.545454545454545,0,12.89,1,0,0,0,376,46.9930052850644,1015.64812285877,2528.41289736194,1.34857786229727,7.41799417627892,185.544803173496,6.4377133466149,5.4126367365867,0,5.70499987248331
"91",76,5,11,184.090909090909,0.545454545454545,0,12.89,1,0,0,0,376,46.9930052850644,1015.64812285877,2528.41289736194,1.34857786229727,7.41799417627892,185.544803173496,6.4377133466149,5.4126367365867,0,4.62499989662319
"92",76,7,3,274.333333333333,0.333333333333333,0,6.92,1,0,0,0,378,62.1274398214352,1014.30015686452,2367.93756938771,1.1173291062888,7.34918489346016,194.858533964454,5.46958866281599,4.61699507539772,0,5.70499987248331
"93",76,7,3,274.333333333333,0.333333333333333,0,6.92,1,0,0,0,378,62.1274398214352,1014.30015686452,2367.93756938771,1.1173291062888,7.34918489346016,194.858533964454,5.46958866281599,4.61699507539772,0,4.62499989662319
"94",77,5,1,1221,0,0,2,1,0,0,0,388,46.9930075330075,1015.64812380026,2528.41332818623,1.34857764204958,7.41799363408643,185.544802864053,6.43771354815896,5.41263688526215,0,4.06499990914017
"95",77,5,1,1221,0,0,2,1,0,0,0,388,46.9930075330075,1015.64812380026,2528.41332818623,1.34857764204958,7.41799363408643,185.544802864053,6.43771354815896,5.41263688526215,0,4.77999989315867
"96",88,5,24,304.458333333333,0.541666666666667,0.208333333333333,86.34,0.791666666666667,0.208333333333333,0,0,448,46.9929949713504,1015.64811853915,2528.41092071113,1.34857887280845,7.41799666389452,185.544804593238,6.43771242191723,5.41263605445373,0,NA
"97",88,6,26,428.538461538462,0.5,0.192307692307692,67.0923076923077,0.576923076923077,0,0.192307692307692,0.230769230769231,449,54.4687333050568,1013.72892392431,2591.32381362878,1.19428450531216,7.26827926177989,200.165094556531,6.01288890507956,5.08163956143137,0,NA
"98",89,1,1,158,0,0,0.88,1,0,0,0,456,36.9223064285402,1013.55649492281,2653.38548082178,2.78926919970616,8.20348741292226,212.222128937661,11.6629083187636,9.3212173007186,0,NA
"99",89,4,1,1422,0,0,3,0,0,0,1,459,40.1944542775867,1014.77901423186,2700.83557387344,1.92160032789913,7.88433512739666,198.728696395181,8.23636671795976,6.79031202428224,0,NA
"100",89,5,9,368.111111111111,0.777777777777778,0.888888888888889,51.88,0,0.555555555555556,0.333333333333333,0.111111111111111,460,46.9929972648708,1015.64811949973,2528.41136027044,1.34857864809521,7.417996110709,185.544804277522,6.43771262754762,5.4126362061436,0,NA
"101",89,7,4,629,0.5,0,9.3825,1,0,0,0,462,62.1274377516809,1014.30015873199,2367.93676239842,1.117329828491,7.34918665537314,194.858525111012,5.46958776649463,4.616994247415,0,NA
"102",89,10,6,373.5,0.166666666666667,0,26.49,1,0,0,0,465,56.3740648368893,1015.81590856259,2718.91934003576,1.89700006659688,7.5232627491447,196.669331386667,9.02108009964205,7.39558914834901,0,NA
"103",89,12,1,418,1,1,4.07,0,0,1,0,467,41.9065504212653,1016.20873408299,2759.29323182639,2.23186680450958,7.55493175886027,215.399722389819,10.5360485020327,8.43509317299811,0,NA
"104",90,4,4,334.5,1,0.25,5.8375,0.75,0.25,0,0,471,40.1944550092878,1014.77901395671,2700.83588585559,1.92160002683538,7.88433444855401,198.728702655251,8.23636706701598,6.79031227689615,0,NA
"105",90,5,9,1301,0.777777777777778,0.111111111111111,13.8888888888889,0.444444444444444,0,0.111111111111111,0.444444444444444,472,46.99299955378,1015.64812045838,2528.41179894599,1.34857842383378,7.41799555863571,185.54480396244,6.43771283276457,5.41263635752848,0,NA
"106",90,7,1,449,0,0,5.8,1,0,0,0,474,62.1274383423748,1014.30015819902,2367.93699270772,1.11732962237937,7.34918615253506,194.858527637724,5.4695880222987,4.61699448371569,0,NA
"107",90,12,3,400,0.666666666666667,1,17.16,0,0.333333333333333,0.666666666666667,0,479,41.9065471101053,1016.20873353446,2759.29329218485,2.23186637603004,7.55493080518587,215.399732822236,10.536048905527,8.43509342837162,0,NA
"108",91,4,2,860,0,0.5,3,0.5,0.5,0,0,483,40.1944557395152,1014.77901368212,2700.83619720937,1.92159972637801,7.8843337710786,198.728708902713,8.23636741536917,6.79031252900127,0,NA
"109",91,5,24,191.916666666667,0.541666666666667,0,34.03,1,0,0,0,484,46.9930018380791,1015.64812141509,2528.412236738,1.34857820002403,7.41799500767433,185.544803647993,6.4377130375682,5.41263650860846,0,NA
"110",91,6,47,453.531914893617,0.48936170212766,0,40.6748936170213,0.978723404255319,0,0,0.0212765957446809,485,54.4687380457327,1013.7289230266,2591.32457086123,1.19428391378483,7.26827758052751,200.165116443237,6.01288974405197,5.08164020112636,0,NA
"111",91,7,17,454.705882352941,0.529411764705882,0,14.3176470588235,0.941176470588235,0,0,0.0588235294117647,486,62.127438931879,1014.30015766713,2367.93722255316,1.11732941668286,7.34918565070974,194.858530159348,5.46958827758756,4.61699471954044,0,NA
"112",92,1,28,354.142857142857,0.535714285714286,0.5,53.8614285714285,0.25,0.25,0.25,0.25,492,36.9222941830187,1013.55649798728,2653.38539056373,2.78926753868588,8.20348463109724,212.222142992567,11.6629101999133,9.32121865186568,0,NA
"113",92,4,10,371,0.4,0,49.43,1,0,0,0,495,40.1944564682692,1014.77901340808,2700.83650793496,1.92159942652685,7.8843330949701,198.72871513757,8.23636776301952,6.79031278059773,0,NA
"114",92,6,3,337,0,0,12.65,1,0,0,0,497,54.4687396195931,1013.72892272856,2591.32482225537,1.19428371740324,7.26827702236732,200.16512370942,6.01289002258302,5.08164041349916,0,NA
"115",92,7,2,455,0,0,13.59,1,0,0,0,498,62.1274395201938,1014.30015713632,2367.93745193485,1.11732921140137,7.34918514989692,194.858532675884,5.46958853236134,4.61699495488938,0,NA
"116",92,11,1,467,0,1,7.08,0,0,1,0,502,48.1989966450044,1015.56842310524,2797.82267354232,2.08377852328354,7.4452836888001,210.743067746071,9.87884006695218,7.97266080901016,0,NA
"117",93,4,11,808.181818181818,0.363636363636364,0.272727272727273,19.86,0.727272727272727,0.181818181818182,0.0909090909090909,0,507,40.1944571955503,1014.77901313459,2700.8368180325,1.92159912728176,7.88433242022817,198.728721359825,8.23636810996718,6.79031303168566,0,NA
"118",93,5,2,202.5,0,0,3.18,1,0,0,0,508,46.9930063928517,1015.64812332273,2528.41310967232,1.34857775375912,7.41799390908624,185.544803021002,6.4377134459359,5.41263680985402,0,NA
"119",94,7,12,1141.66666666667,0.333333333333333,0,28,0.916666666666667,0,0,0.0833333333333333,522,62.1274406932564,1014.3001560779,2367.93790930744,1.11732880208306,7.34918415130783,194.858537693697,5.46958904036414,4.6169954241603,0,NA
"120",95,1,3,248,0.666666666666667,0.666666666666667,4.27,0.333333333333333,0.333333333333333,0.333333333333333,0,528,36.9222820116012,1013.5565010332,2653.38530085189,2.78926588771728,8.20348186610647,212.22215696242,11.6629120696791,9.32121999483627,0,NA
"121",95,4,1,1110,0,0,1,1,0,0,0,531,40.1944586456948,1014.77901258928,2700.83743634399,1.92159853060924,7.8843310748428,198.72873376654,8.23636880175508,6.79031353233638,0,NA
