"CRUISE_ID.x","OPERATION_ID.x","ORGANISM_ID","SPECIES","SPECIES_GROUP_ID.x","cruise_op","length","maturity","sex","OPERATION_ID.y","OPERATION_STATUS","CRUISE_ID.y","SITE_NAME","START_TIME","START_LAT","START_LON","END_TIME","END_LAT","END_LON","END_LONdec","START_LONdec","START_LATdec","END_LATdec","date","TOW_WT","CRUISE_ID","OPERATION_ID","SPECIES_GROUP_ID.y","SPECIES_GROUP_NAME","year_file","spawning"
"201680",4,"225","Gadus morhua (Atlantic cod)","7,999","201680_4",96,NA,NA,4,"Representative","201680","Aug-34","4/18/16 13:44","4209.141N","07003.976W","4/18/16 14:15","4207.861N","07003.031W",-70.05051667,-70.06626667,42.15235,42.13101667,"4/18/16",3.9,"201680",4,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",6,"336","Gadus morhua (Atlantic cod)","7,999","201680_6",127,"Ripe","M",6,"Representative","201680","Aug-35","4/18/16 15:29","4204.995N","07000.789W","4/18/16 16:00","4206.161N","07001.309W",-70.02181667,-70.01315,42.08325,42.10268333,"4/18/16",2.73,"201680",6,"7,999","Gadus morhua (Atlantic cod)","1/2",TRUE
"201680",6,"337","Gadus morhua (Atlantic cod)","7,999","201680_6",136,"Resting","F",6,"Representative","201680","Aug-35","4/18/16 15:29","4204.995N","07000.789W","4/18/16 16:00","4206.161N","07001.309W",-70.02181667,-70.01315,42.08325,42.10268333,"4/18/16",2.73,"201680",6,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",6,"338","Gadus morhua (Atlantic cod)","7,999","201680_6",87,"Immature","M",6,"Representative","201680","Aug-35","4/18/16 15:29","4204.995N","07000.789W","4/18/16 16:00","4206.161N","07001.309W",-70.02181667,-70.01315,42.08325,42.10268333,"4/18/16",2.73,"201680",6,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",6,"339","Gadus morhua (Atlantic cod)","7,999","201680_6",96,"Immature","F",6,"Representative","201680","Aug-35","4/18/16 15:29","4204.995N","07000.789W","4/18/16 16:00","4206.161N","07001.309W",-70.02181667,-70.01315,42.08325,42.10268333,"4/18/16",2.73,"201680",6,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",6,"340","Gadus morhua (Atlantic cod)","7,999","201680_6",51,"Immature","F",6,"Representative","201680","Aug-35","4/18/16 15:29","4204.995N","07000.789W","4/18/16 16:00","4206.161N","07001.309W",-70.02181667,-70.01315,42.08325,42.10268333,"4/18/16",2.73,"201680",6,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",13,"949","Gadus morhua (Atlantic cod)","7,999","201680_13",318,"Spent","F",13,"Representative","201680","7-78 ALT","4/19/16 15:53","4213.380N","07035.971W","4/19/16 16:23","4214.557N","07037.122W",-70.6187,-70.59951667,42.223,42.24261667,"4/19/16",2.42,"201680",13,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",14,"1,496","Gadus morhua (Atlantic cod)","7,999","201680_14",368,"Resting","M",14,"Representative","201680","30-Jul","4/20/16 20:12","4223.242N","07031.337W","4/20/16 20:42","4224.638N","07032.056W",-70.53426667,-70.52228333,42.38736667,42.41063333,"4/20/16",7.5,"201680",14,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",14,"1,497","Gadus morhua (Atlantic cod)","7,999","201680_14",473,"Developing","F",14,"Representative","201680","30-Jul","4/20/16 20:12","4223.242N","07031.337W","4/20/16 20:42","4224.638N","07032.056W",-70.53426667,-70.52228333,42.38736667,42.41063333,"4/20/16",7.5,"201680",14,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",15,"1,723","Gadus morhua (Atlantic cod)","7,999","201680_15",215,"Developing","M",15,"Representative","201680","4-66 ALT","4/20/16 22:16","4231.446N","07034.891W","4/20/16 22:45","4231.972N","07033.265W",-70.55441667,-70.58151667,42.5241,42.53286667,"4/20/16",35.18,"201680",15,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",15,"1,724","Gadus morhua (Atlantic cod)","7,999","201680_15",293,"Resting","F",15,"Representative","201680","4-66 ALT","4/20/16 22:16","4231.446N","07034.891W","4/20/16 22:45","4231.972N","07033.265W",-70.55441667,-70.58151667,42.5241,42.53286667,"4/20/16",35.18,"201680",15,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",15,"1,725","Gadus morhua (Atlantic cod)","7,999","201680_15",144,"Immature","M",15,"Representative","201680","4-66 ALT","4/20/16 22:16","4231.446N","07034.891W","4/20/16 22:45","4231.972N","07033.265W",-70.55441667,-70.58151667,42.5241,42.53286667,"4/20/16",35.18,"201680",15,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",15,"1,726","Gadus morhua (Atlantic cod)","7,999","201680_15",220,"Resting","F",15,"Representative","201680","4-66 ALT","4/20/16 22:16","4231.446N","07034.891W","4/20/16 22:45","4231.972N","07033.265W",-70.55441667,-70.58151667,42.5241,42.53286667,"4/20/16",35.18,"201680",15,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",15,"1,727","Gadus morhua (Atlantic cod)","7,999","201680_15",273,"Resting","M",15,"Representative","201680","4-66 ALT","4/20/16 22:16","4231.446N","07034.891W","4/20/16 22:45","4231.972N","07033.265W",-70.55441667,-70.58151667,42.5241,42.53286667,"4/20/16",35.18,"201680",15,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",15,"1,728","Gadus morhua (Atlantic cod)","7,999","201680_15",211,"Resting","M",15,"Representative","201680","4-66 ALT","4/20/16 22:16","4231.446N","07034.891W","4/20/16 22:45","4231.972N","07033.265W",-70.55441667,-70.58151667,42.5241,42.53286667,"4/20/16",35.18,"201680",15,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",15,"1,730","Gadus morhua (Atlantic cod)","7,999","201680_15",113,"Immature","F",15,"Representative","201680","4-66 ALT","4/20/16 22:16","4231.446N","07034.891W","4/20/16 22:45","4231.972N","07033.265W",-70.55441667,-70.58151667,42.5241,42.53286667,"4/20/16",35.18,"201680",15,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",15,"1,731","Gadus morhua (Atlantic cod)","7,999","201680_15",470,"Ripe","F",15,"Representative","201680","4-66 ALT","4/20/16 22:16","4231.446N","07034.891W","4/20/16 22:45","4231.972N","07033.265W",-70.55441667,-70.58151667,42.5241,42.53286667,"4/20/16",35.18,"201680",15,"7,999","Gadus morhua (Atlantic cod)","1/2",TRUE
"201680",15,"1,732","Gadus morhua (Atlantic cod)","7,999","201680_15",264,"Developing","M",15,"Representative","201680","4-66 ALT","4/20/16 22:16","4231.446N","07034.891W","4/20/16 22:45","4231.972N","07033.265W",-70.55441667,-70.58151667,42.5241,42.53286667,"4/20/16",35.18,"201680",15,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",15,"1,733","Gadus morhua (Atlantic cod)","7,999","201680_15",343,"Resting","M",15,"Representative","201680","4-66 ALT","4/20/16 22:16","4231.446N","07034.891W","4/20/16 22:45","4231.972N","07033.265W",-70.55441667,-70.58151667,42.5241,42.53286667,"4/20/16",35.18,"201680",15,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",15,"1,734","Gadus morhua (Atlantic cod)","7,999","201680_15",313,"Resting","M",15,"Representative","201680","4-66 ALT","4/20/16 22:16","4231.446N","07034.891W","4/20/16 22:45","4231.972N","07033.265W",-70.55441667,-70.58151667,42.5241,42.53286667,"4/20/16",35.18,"201680",15,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",15,"1,735","Gadus morhua (Atlantic cod)","7,999","201680_15",273,"Resting","M",15,"Representative","201680","4-66 ALT","4/20/16 22:16","4231.446N","07034.891W","4/20/16 22:45","4231.972N","07033.265W",-70.55441667,-70.58151667,42.5241,42.53286667,"4/20/16",35.18,"201680",15,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",15,"1,736","Gadus morhua (Atlantic cod)","7,999","201680_15",257,"Ripe","M",15,"Representative","201680","4-66 ALT","4/20/16 22:16","4231.446N","07034.891W","4/20/16 22:45","4231.972N","07033.265W",-70.55441667,-70.58151667,42.5241,42.53286667,"4/20/16",35.18,"201680",15,"7,999","Gadus morhua (Atlantic cod)","1/2",TRUE
"201680",15,"1,737","Gadus morhua (Atlantic cod)","7,999","201680_15",233,"Ripe","M",15,"Representative","201680","4-66 ALT","4/20/16 22:16","4231.446N","07034.891W","4/20/16 22:45","4231.972N","07033.265W",-70.55441667,-70.58151667,42.5241,42.53286667,"4/20/16",35.18,"201680",15,"7,999","Gadus morhua (Atlantic cod)","1/2",TRUE
"201680",15,"1,738","Gadus morhua (Atlantic cod)","7,999","201680_15",224,"Immature","F",15,"Representative","201680","4-66 ALT","4/20/16 22:16","4231.446N","07034.891W","4/20/16 22:45","4231.972N","07033.265W",-70.55441667,-70.58151667,42.5241,42.53286667,"4/20/16",35.18,"201680",15,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",15,"1,739","Gadus morhua (Atlantic cod)","7,999","201680_15",261,"Developing","F",15,"Representative","201680","4-66 ALT","4/20/16 22:16","4231.446N","07034.891W","4/20/16 22:45","4231.972N","07033.265W",-70.55441667,-70.58151667,42.5241,42.53286667,"4/20/16",35.18,"201680",15,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",15,"1,740","Gadus morhua (Atlantic cod)","7,999","201680_15",333,"Ripe & Running","M",15,"Representative","201680","4-66 ALT","4/20/16 22:16","4231.446N","07034.891W","4/20/16 22:45","4231.972N","07033.265W",-70.55441667,-70.58151667,42.5241,42.53286667,"4/20/16",35.18,"201680",15,"7,999","Gadus morhua (Atlantic cod)","1/2",TRUE
"201680",15,"1,741","Gadus morhua (Atlantic cod)","7,999","201680_15",397,"Ripe & Running","M",15,"Representative","201680","4-66 ALT","4/20/16 22:16","4231.446N","07034.891W","4/20/16 22:45","4231.972N","07033.265W",-70.55441667,-70.58151667,42.5241,42.53286667,"4/20/16",35.18,"201680",15,"7,999","Gadus morhua (Atlantic cod)","1/2",TRUE
"201680",15,"1,742","Gadus morhua (Atlantic cod)","7,999","201680_15",122,"Developing","M",15,"Representative","201680","4-66 ALT","4/20/16 22:16","4231.446N","07034.891W","4/20/16 22:45","4231.972N","07033.265W",-70.55441667,-70.58151667,42.5241,42.53286667,"4/20/16",35.18,"201680",15,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",16,"2,187","Gadus morhua (Atlantic cod)","7,999","201680_16",215,"Resting","M",16,"Representative","201680","24-Jun","4/21/16 9:48","4255.564N","06931.096W","4/21/16 10:18","4255.424N","06932.939W",-69.54898333,-69.51826667,42.92606667,42.92373333,"4/21/16",1.18,"201680",16,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",20,"2,781","Gadus morhua (Atlantic cod)","7,999","201680_20",2,"Developing","F",20,"Representative","201680","Nov-50","4/21/16 17:35","4245.831N","06956.303W","4/21/16 18:05","4247.056N","06956.937W",-69.94895,-69.93838333,42.76385,42.78426667,"4/21/16",32.17,"201680",20,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",20,"2,783","Gadus morhua (Atlantic cod)","7,999","201680_20",533,"Developing","F",20,"Representative","201680","Nov-50","4/21/16 17:35","4245.831N","06956.303W","4/21/16 18:05","4247.056N","06956.937W",-69.94895,-69.93838333,42.76385,42.78426667,"4/21/16",32.17,"201680",20,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",20,"2,784","Gadus morhua (Atlantic cod)","7,999","201680_20",520,"Resting","F",20,"Representative","201680","Nov-50","4/21/16 17:35","4245.831N","06956.303W","4/21/16 18:05","4247.056N","06956.937W",-69.94895,-69.93838333,42.76385,42.78426667,"4/21/16",32.17,"201680",20,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",21,"2,971","Gadus morhua (Atlantic cod)","7,999","201680_21",514,"Developing","F",21,"Representative","201680","Nov-49","4/21/16 19:20","4250.852N","06959.481W","4/21/16 19:50","4249.648N","06958.495W",-69.97491667,-69.99135,42.84753333,42.82746667,"4/21/16",8,"201680",21,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",22,"3,159","Gadus morhua (Atlantic cod)","7,999","201680_22",506,"Resting","M",22,"Representative","201680","Nov-45","4/21/16 21:42","4244.248N","07007.252W","4/21/16 22:11","4243.482N","07008.484W",-70.1414,-70.12086667,42.73746667,42.7247,"4/21/16",11.97,"201680",22,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",22,"3,160","Gadus morhua (Atlantic cod)","7,999","201680_22",445,"Resting","F",22,"Representative","201680","Nov-45","4/21/16 21:42","4244.248N","07007.252W","4/21/16 22:11","4243.482N","07008.484W",-70.1414,-70.12086667,42.73746667,42.7247,"4/21/16",11.97,"201680",22,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",22,"3,161","Gadus morhua (Atlantic cod)","7,999","201680_22",153,"Resting","M",22,"Representative","201680","Nov-45","4/21/16 21:42","4244.248N","07007.252W","4/21/16 22:11","4243.482N","07008.484W",-70.1414,-70.12086667,42.73746667,42.7247,"4/21/16",11.97,"201680",22,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",22,"3,162","Gadus morhua (Atlantic cod)","7,999","201680_22",77,"Immature","F",22,"Representative","201680","Nov-45","4/21/16 21:42","4244.248N","07007.252W","4/21/16 22:11","4243.482N","07008.484W",-70.1414,-70.12086667,42.73746667,42.7247,"4/21/16",11.97,"201680",22,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",22,"3,163","Gadus morhua (Atlantic cod)","7,999","201680_22",109,"Immature","F",22,"Representative","201680","Nov-45","4/21/16 21:42","4244.248N","07007.252W","4/21/16 22:11","4243.482N","07008.484W",-70.1414,-70.12086667,42.73746667,42.7247,"4/21/16",11.97,"201680",22,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",23,"3,549","Gadus morhua (Atlantic cod)","7,999","201680_23",211,"Resting","M",23,"Representative","201680","Nov-44","4/21/16 22:44","4243.423N","07010.897W","4/21/16 23:14","4243.628N","07012.752W",-70.21253333,-70.18161667,42.72371667,42.72713333,"4/21/16",6.23,"201680",23,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",23,"3,550","Gadus morhua (Atlantic cod)","7,999","201680_23",368,"Resting","F",23,"Representative","201680","Nov-44","4/21/16 22:44","4243.423N","07010.897W","4/21/16 23:14","4243.628N","07012.752W",-70.21253333,-70.18161667,42.72371667,42.72713333,"4/21/16",6.23,"201680",23,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",23,"3,551","Gadus morhua (Atlantic cod)","7,999","201680_23",293,"Resting","F",23,"Representative","201680","Nov-44","4/21/16 22:44","4243.423N","07010.897W","4/21/16 23:14","4243.628N","07012.752W",-70.21253333,-70.18161667,42.72371667,42.72713333,"4/21/16",6.23,"201680",23,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",29,"4,192","Gadus morhua (Atlantic cod)","7,999","201680_29",392,"Resting","F",29,"Representative","201680","Sep-36","4/22/16 15:09","4222.100N","06952.203W","4/22/16 15:39","4220.697N","06952.330W",-69.87216667,-69.87005,42.36833333,42.34495,"4/22/16",3.46,"201680",29,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",32,"4,487","Gadus morhua (Atlantic cod)","7,999","201680_32",328,"Resting","F",32,"Representative","201680","Nov-47","4/22/16 22:03","4227.596N","07004.952W","4/22/16 22:33","4228.945N","07004.840W",-70.08066667,-70.08253333,42.45993333,42.48241667,"4/22/16",8.85,"201680",32,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",32,"4,488","Gadus morhua (Atlantic cod)","7,999","201680_32",333,"Developing","F",32,"Representative","201680","Nov-47","4/22/16 22:03","4227.596N","07004.952W","4/22/16 22:33","4228.945N","07004.840W",-70.08066667,-70.08253333,42.45993333,42.48241667,"4/22/16",8.85,"201680",32,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",32,"4,489","Gadus morhua (Atlantic cod)","7,999","201680_32",176,"Immature","F",32,"Representative","201680","Nov-47","4/22/16 22:03","4227.596N","07004.952W","4/22/16 22:33","4228.945N","07004.840W",-70.08066667,-70.08253333,42.45993333,42.48241667,"4/22/16",8.85,"201680",32,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",32,"4,490","Gadus morhua (Atlantic cod)","7,999","201680_32",318,"Resting","F",32,"Representative","201680","Nov-47","4/22/16 22:03","4227.596N","07004.952W","4/22/16 22:33","4228.945N","07004.840W",-70.08066667,-70.08253333,42.45993333,42.48241667,"4/22/16",8.85,"201680",32,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",32,"4,491","Gadus morhua (Atlantic cod)","7,999","201680_32",96,"Immature","M",32,"Representative","201680","Nov-47","4/22/16 22:03","4227.596N","07004.952W","4/22/16 22:33","4228.945N","07004.840W",-70.08066667,-70.08253333,42.45993333,42.48241667,"4/22/16",8.85,"201680",32,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",35,"5,206","Gadus morhua (Atlantic cod)","7,999","201680_35",425,"Resting","F",35,"Representative","201680","21-May","4/24/16 22:16","4231.483N","07023.645W","4/24/16 22:46","4232.399N","07025.177W",-70.41961667,-70.39408333,42.52471667,42.53998333,"4/24/16",8.95,"201680",35,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",35,"5,207","Gadus morhua (Atlantic cod)","7,999","201680_35",473,"Resting","M",35,"Representative","201680","21-May","4/24/16 22:16","4231.483N","07023.645W","4/24/16 22:46","4232.399N","07025.177W",-70.41961667,-70.39408333,42.52471667,42.53998333,"4/24/16",8.95,"201680",35,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",36,"5,510","Gadus morhua (Atlantic cod)","7,999","201680_36",353,"Resting","M",36,"Representative","201680","Nov-46","4/25/16 9:21","4306.998N","07002.496W","4/25/16 9:51","4307.321N","07000.634W",-70.01056667,-70.0416,43.11663333,43.12201667,"4/25/16",14.93,"201680",36,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",36,"5,511","Gadus morhua (Atlantic cod)","7,999","201680_36",238,"Resting","M",36,"Representative","201680","Nov-46","4/25/16 9:21","4306.998N","07002.496W","4/25/16 9:51","4307.321N","07000.634W",-70.01056667,-70.0416,43.11663333,43.12201667,"4/25/16",14.93,"201680",36,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",36,"5,512","Gadus morhua (Atlantic cod)","7,999","201680_36",233,"Ripe & Running","M",36,"Representative","201680","Nov-46","4/25/16 9:21","4306.998N","07002.496W","4/25/16 9:51","4307.321N","07000.634W",-70.01056667,-70.0416,43.11663333,43.12201667,"4/25/16",14.93,"201680",36,"7,999","Gadus morhua (Atlantic cod)","1/2",TRUE
"201680",36,"5,513","Gadus morhua (Atlantic cod)","7,999","201680_36",158,"Resting","M",36,"Representative","201680","Nov-46","4/25/16 9:21","4306.998N","07002.496W","4/25/16 9:51","4307.321N","07000.634W",-70.01056667,-70.0416,43.11663333,43.12201667,"4/25/16",14.93,"201680",36,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",36,"5,514","Gadus morhua (Atlantic cod)","7,999","201680_36",313,"Resting","M",36,"Representative","201680","Nov-46","4/25/16 9:21","4306.998N","07002.496W","4/25/16 9:51","4307.321N","07000.634W",-70.01056667,-70.0416,43.11663333,43.12201667,"4/25/16",14.93,"201680",36,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",36,"5,515","Gadus morhua (Atlantic cod)","7,999","201680_36",376,"Resting","F",36,"Representative","201680","Nov-46","4/25/16 9:21","4306.998N","07002.496W","4/25/16 9:51","4307.321N","07000.634W",-70.01056667,-70.0416,43.11663333,43.12201667,"4/25/16",14.93,"201680",36,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",36,"5,516","Gadus morhua (Atlantic cod)","7,999","201680_36",220,"Resting","F",36,"Representative","201680","Nov-46","4/25/16 9:21","4306.998N","07002.496W","4/25/16 9:51","4307.321N","07000.634W",-70.01056667,-70.0416,43.11663333,43.12201667,"4/25/16",14.93,"201680",36,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",36,"5,517","Gadus morhua (Atlantic cod)","7,999","201680_36",162,"Ripe","M",36,"Representative","201680","Nov-46","4/25/16 9:21","4306.998N","07002.496W","4/25/16 9:51","4307.321N","07000.634W",-70.01056667,-70.0416,43.11663333,43.12201667,"4/25/16",14.93,"201680",36,"7,999","Gadus morhua (Atlantic cod)","1/2",TRUE
"201680",36,"5,518","Gadus morhua (Atlantic cod)","7,999","201680_36",73,"Ripe","M",36,"Representative","201680","Nov-46","4/25/16 9:21","4306.998N","07002.496W","4/25/16 9:51","4307.321N","07000.634W",-70.01056667,-70.0416,43.11663333,43.12201667,"4/25/16",14.93,"201680",36,"7,999","Gadus morhua (Atlantic cod)","1/2",TRUE
"201680",36,"5,519","Gadus morhua (Atlantic cod)","7,999","201680_36",153,"Ripe","M",36,"Representative","201680","Nov-46","4/25/16 9:21","4306.998N","07002.496W","4/25/16 9:51","4307.321N","07000.634W",-70.01056667,-70.0416,43.11663333,43.12201667,"4/25/16",14.93,"201680",36,"7,999","Gadus morhua (Atlantic cod)","1/2",TRUE
"201680",37,"5,853","Gadus morhua (Atlantic cod)","7,999","201680_37",4,"Developing","F",37,"Representative","201680","Nov-42","4/25/16 10:41","4305.245N","06956.987W","4/25/16 11:12","4304.298N","06955.651W",-69.92751667,-69.94978333,43.08741667,43.07163333,"4/25/16",11.68,"201680",37,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",37,"5,854","Gadus morhua (Atlantic cod)","7,999","201680_37",55,"Immature","M",37,"Representative","201680","Nov-42","4/25/16 10:41","4305.245N","06956.987W","4/25/16 11:12","4304.298N","06955.651W",-69.92751667,-69.94978333,43.08741667,43.07163333,"4/25/16",11.68,"201680",37,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",38,"6,164","Gadus morhua (Atlantic cod)","7,999","201680_38",500,"Resting","F",38,"Representative","201680","14-Mar","4/25/16 12:27","4303.269N","06951.198W","4/25/16 12:57","4303.669N","06949.255W",-69.82091667,-69.8533,43.05448333,43.06115,"4/25/16",6.68,"201680",38,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",42,"6,624","Gadus morhua (Atlantic cod)","7,999","201680_42",196,"Resting","M",42,"Representative","201680","11-97 ALT","4/25/16 18:25","4302.602N","07008.718W","4/25/16 18:55","4301.230N","07009.152W",-70.15253333,-70.1453,43.04336667,43.0205,"4/25/16",2.65,"201680",42,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",42,"6,625","Gadus morhua (Atlantic cod)","7,999","201680_42",191,"Resting","F",42,"Representative","201680","11-97 ALT","4/25/16 18:25","4302.602N","07008.718W","4/25/16 18:55","4301.230N","07009.152W",-70.15253333,-70.1453,43.04336667,43.0205,"4/25/16",2.65,"201680",42,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
"201680",42,"6,626","Gadus morhua (Atlantic cod)","7,999","201680_42",55,"Immature","F",42,"Representative","201680","11-97 ALT","4/25/16 18:25","4302.602N","07008.718W","4/25/16 18:55","4301.230N","07009.152W",-70.15253333,-70.1453,43.04336667,43.0205,"4/25/16",2.65,"201680",42,"7,999","Gadus morhua (Atlantic cod)","1/2",FALSE
