,organism_id,cruise_op,length,maturity,sex,site_name,start_time,end_time,end_lon,start_lon,start_lat,end_lat,date,tow_wt,cruise_id,operation_id,year_file,spawning,tow_length,mean_lat,mean_lon
17,1496,201680_14,368,Resting,M,30-Jul,2016-04-20 20:12:00,2016-04-20 20:42:00,-70.53426667,-70.52228333,42.38736667,42.41063333,4/20/16,7.5,201680,14,1/2,False,2.767944416728948,42.399,-70.528275
18,1497,201680_14,473,Developing,F,30-Jul,2016-04-20 20:12:00,2016-04-20 20:42:00,-70.53426667,-70.52228333,42.38736667,42.41063333,4/20/16,7.5,201680,14,1/2,False,2.767944416728948,42.399,-70.528275
19,1723,201680_15,215,Developing,M,4-66 ALT,2016-04-20 22:16:00,2016-04-20 22:45:00,-70.55441667,-70.58151667,42.5241,42.53286667,4/20/16,35.18,201680,15,1/2,False,2.4252217623385732,42.528483335,-70.56796667
20,1724,201680_15,293,Resting,F,4-66 ALT,2016-04-20 22:16:00,2016-04-20 22:45:00,-70.55441667,-70.58151667,42.5241,42.53286667,4/20/16,35.18,201680,15,1/2,False,2.4252217623385732,42.528483335,-70.56796667
21,1725,201680_15,144,Immature,M,4-66 ALT,2016-04-20 22:16:00,2016-04-20 22:45:00,-70.55441667,-70.58151667,42.5241,42.53286667,4/20/16,35.18,201680,15,1/2,False,2.4252217623385732,42.528483335,-70.56796667
22,1726,201680_15,220,Resting,F,4-66 ALT,2016-04-20 22:16:00,2016-04-20 22:45:00,-70.55441667,-70.58151667,42.5241,42.53286667,4/20/16,35.18,201680,15,1/2,False,2.4252217623385732,42.528483335,-70.56796667
23,1727,201680_15,273,Resting,M,4-66 ALT,2016-04-20 22:16:00,2016-04-20 22:45:00,-70.55441667,-70.58151667,42.5241,42.53286667,4/20/16,35.18,201680,15,1/2,False,2.4252217623385732,42.528483335,-70.56796667
24,1728,201680_15,211,Resting,M,4-66 ALT,2016-04-20 22:16:00,2016-04-20 22:45:00,-70.55441667,-70.58151667,42.5241,42.53286667,4/20/16,35.18,201680,15,1/2,False,2.4252217623385732,42.528483335,-70.56796667
25,1730,201680_15,113,Immature,F,4-66 ALT,2016-04-20 22:16:00,2016-04-20 22:45:00,-70.55441667,-70.58151667,42.5241,42.53286667,4/20/16,35.18,201680,15,1/2,False,2.4252217623385732,42.528483335,-70.56796667
26,1731,201680_15,470,Ripe,F,4-66 ALT,2016-04-20 22:16:00,2016-04-20 22:45:00,-70.55441667,-70.58151667,42.5241,42.53286667,4/20/16,35.18,201680,15,1/2,True,2.4252217623385732,42.528483335,-70.56796667
27,1732,201680_15,264,Developing,M,4-66 ALT,2016-04-20 22:16:00,2016-04-20 22:45:00,-70.55441667,-70.58151667,42.5241,42.53286667,4/20/16,35.18,201680,15,1/2,False,2.4252217623385732,42.528483335,-70.56796667
28,1733,201680_15,343,Resting,M,4-66 ALT,2016-04-20 22:16:00,2016-04-20 22:45:00,-70.55441667,-70.58151667,42.5241,42.53286667,4/20/16,35.18,201680,15,1/2,False,2.4252217623385732,42.528483335,-70.56796667
29,1734,201680_15,313,Resting,M,4-66 ALT,2016-04-20 22:16:00,2016-04-20 22:45:00,-70.55441667,-70.58151667,42.5241,42.53286667,4/20/16,35.18,201680,15,1/2,False,2.4252217623385732,42.528483335,-70.56796667
30,1735,201680_15,273,Resting,M,4-66 ALT,2016-04-20 22:16:00,2016-04-20 22:45:00,-70.55441667,-70.58151667,42.5241,42.53286667,4/20/16,35.18,201680,15,1/2,False,2.4252217623385732,42.528483335,-70.56796667
31,1736,201680_15,257,Ripe,M,4-66 ALT,2016-04-20 22:16:00,2016-04-20 22:45:00,-70.55441667,-70.58151667,42.5241,42.53286667,4/20/16,35.18,201680,15,1/2,True,2.4252217623385732,42.528483335,-70.56796667
32,1737,201680_15,233,Ripe,M,4-66 ALT,2016-04-20 22:16:00,2016-04-20 22:45:00,-70.55441667,-70.58151667,42.5241,42.53286667,4/20/16,35.18,201680,15,1/2,True,2.4252217623385732,42.528483335,-70.56796667
33,1738,201680_15,224,Immature,F,4-66 ALT,2016-04-20 22:16:00,2016-04-20 22:45:00,-70.55441667,-70.58151667,42.5241,42.53286667,4/20/16,35.18,201680,15,1/2,False,2.4252217623385732,42.528483335,-70.56796667
34,1739,201680_15,261,Developing,F,4-66 ALT,2016-04-20 22:16:00,2016-04-20 22:45:00,-70.55441667,-70.58151667,42.5241,42.53286667,4/20/16,35.18,201680,15,1/2,False,2.4252217623385732,42.528483335,-70.56796667
35,1740,201680_15,333,Ripe & Running,M,4-66 ALT,2016-04-20 22:16:00,2016-04-20 22:45:00,-70.55441667,-70.58151667,42.5241,42.53286667,4/20/16,35.18,201680,15,1/2,True,2.4252217623385732,42.528483335,-70.56796667
36,1741,201680_15,397,Ripe & Running,M,4-66 ALT,2016-04-20 22:16:00,2016-04-20 22:45:00,-70.55441667,-70.58151667,42.5241,42.53286667,4/20/16,35.18,201680,15,1/2,True,2.4252217623385732,42.528483335,-70.56796667
37,1742,201680_15,122,Developing,M,4-66 ALT,2016-04-20 22:16:00,2016-04-20 22:45:00,-70.55441667,-70.58151667,42.5241,42.53286667,4/20/16,35.18,201680,15,1/2,False,2.4252217623385732,42.528483335,-70.56796667
38,2187,201680_16,215,Resting,M,24-Jun,2016-04-21 09:48:00,2016-04-21 10:18:00,-69.54898333,-69.51826667,42.92606667,42.92373333,4/21/16,1.18,201680,16,1/2,False,2.51443846982811,42.924899999999994,-69.533625
39,2781,201680_20,2,Developing,F,Nov-50,2016-04-21 17:35:00,2016-04-21 18:05:00,-69.94895,-69.93838333,42.76385,42.78426667,4/21/16,32.17,201680,20,1/2,False,2.4285366165373503,42.774058335,-69.943666665
40,2783,201680_20,533,Developing,F,Nov-50,2016-04-21 17:35:00,2016-04-21 18:05:00,-69.94895,-69.93838333,42.76385,42.78426667,4/21/16,32.17,201680,20,1/2,False,2.4285366165373503,42.774058335,-69.943666665
41,2784,201680_20,520,Resting,F,Nov-50,2016-04-21 17:35:00,2016-04-21 18:05:00,-69.94895,-69.93838333,42.76385,42.78426667,4/21/16,32.17,201680,20,1/2,False,2.4285366165373503,42.774058335,-69.943666665
42,2971,201680_21,514,Developing,F,Nov-49,2016-04-21 19:20:00,2016-04-21 19:50:00,-69.97491667,-69.99135,42.84753333,42.82746667,4/21/16,8.0,201680,21,1/2,False,2.6027236654296053,42.8375,-69.98313333499999
43,3159,201680_22,506,Resting,M,Nov-45,2016-04-21 21:42:00,2016-04-21 22:11:00,-70.1414,-70.12086667,42.73746667,42.7247,4/21/16,11.97,201680,22,1/2,False,2.1972615964185187,42.731083335,-70.131133335
44,3160,201680_22,445,Resting,F,Nov-45,2016-04-21 21:42:00,2016-04-21 22:11:00,-70.1414,-70.12086667,42.73746667,42.7247,4/21/16,11.97,201680,22,1/2,False,2.1972615964185187,42.731083335,-70.131133335
45,3161,201680_22,153,Resting,M,Nov-45,2016-04-21 21:42:00,2016-04-21 22:11:00,-70.1414,-70.12086667,42.73746667,42.7247,4/21/16,11.97,201680,22,1/2,False,2.1972615964185187,42.731083335,-70.131133335
46,3162,201680_22,77,Immature,F,Nov-45,2016-04-21 21:42:00,2016-04-21 22:11:00,-70.1414,-70.12086667,42.73746667,42.7247,4/21/16,11.97,201680,22,1/2,False,2.1972615964185187,42.731083335,-70.131133335
47,3163,201680_22,109,Immature,F,Nov-45,2016-04-21 21:42:00,2016-04-21 22:11:00,-70.1414,-70.12086667,42.73746667,42.7247,4/21/16,11.97,201680,22,1/2,False,2.1972615964185187,42.731083335,-70.131133335
48,3549,201680_23,211,Resting,M,Nov-44,2016-04-21 22:44:00,2016-04-21 23:14:00,-70.21253333,-70.18161667,42.72371667,42.72713333,4/21/16,6.23,201680,23,1/2,False,2.553853253170048,42.725425,-70.197075
49,3550,201680_23,368,Resting,F,Nov-44,2016-04-21 22:44:00,2016-04-21 23:14:00,-70.21253333,-70.18161667,42.72371667,42.72713333,4/21/16,6.23,201680,23,1/2,False,2.553853253170048,42.725425,-70.197075
50,3551,201680_23,293,Resting,F,Nov-44,2016-04-21 22:44:00,2016-04-21 23:14:00,-70.21253333,-70.18161667,42.72371667,42.72713333,4/21/16,6.23,201680,23,1/2,False,2.553853253170048,42.725425,-70.197075
51,4192,201680_29,392,Resting,F,Sep-36,2016-04-22 15:09:00,2016-04-22 15:39:00,-69.87216667,-69.87005,42.36833333,42.34495,4/22/16,3.46,201680,29,1/2,False,2.605918225841343,42.356641665,-69.871108335
52,4487,201680_32,328,Resting,F,Nov-47,2016-04-22 22:03:00,2016-04-22 22:33:00,-70.08066667,-70.08253333,42.45993333,42.48241667,4/22/16,8.85,201680,32,1/2,False,2.504716943558233,42.471175,-70.08160000000001
53,4488,201680_32,333,Developing,F,Nov-47,2016-04-22 22:03:00,2016-04-22 22:33:00,-70.08066667,-70.08253333,42.45993333,42.48241667,4/22/16,8.85,201680,32,1/2,False,2.504716943558233,42.471175,-70.08160000000001
54,4489,201680_32,176,Immature,F,Nov-47,2016-04-22 22:03:00,2016-04-22 22:33:00,-70.08066667,-70.08253333,42.45993333,42.48241667,4/22/16,8.85,201680,32,1/2,False,2.504716943558233,42.471175,-70.08160000000001
55,4490,201680_32,318,Resting,F,Nov-47,2016-04-22 22:03:00,2016-04-22 22:33:00,-70.08066667,-70.08253333,42.45993333,42.48241667,4/22/16,8.85,201680,32,1/2,False,2.504716943558233,42.471175,-70.08160000000001
56,4491,201680_32,96,Immature,M,Nov-47,2016-04-22 22:03:00,2016-04-22 22:33:00,-70.08066667,-70.08253333,42.45993333,42.48241667,4/22/16,8.85,201680,32,1/2,False,2.504716943558233,42.471175,-70.08160000000001
57,5206,201680_35,425,Resting,F,21-May,2016-04-24 22:16:00,2016-04-24 22:46:00,-70.41961667,-70.39408333,42.52471667,42.53998333,4/24/16,8.95,201680,35,1/2,False,2.6942477068398984,42.532349999999994,-70.40684999999999
58,5207,201680_35,473,Resting,M,21-May,2016-04-24 22:16:00,2016-04-24 22:46:00,-70.41961667,-70.39408333,42.52471667,42.53998333,4/24/16,8.95,201680,35,1/2,False,2.6942477068398984,42.532349999999994,-70.40684999999999
59,5510,201680_36,353,Resting,M,Nov-46,2016-04-25 09:21:00,2016-04-25 09:51:00,-70.01056667,-70.0416,43.11663333,43.12201667,4/25/16,14.93,201680,36,1/2,False,2.5889635112977754,43.119325,-70.02608333500001
60,5511,201680_36,238,Resting,M,Nov-46,2016-04-25 09:21:00,2016-04-25 09:51:00,-70.01056667,-70.0416,43.11663333,43.12201667,4/25/16,14.93,201680,36,1/2,False,2.5889635112977754,43.119325,-70.02608333500001
61,5512,201680_36,233,Ripe & Running,M,Nov-46,2016-04-25 09:21:00,2016-04-25 09:51:00,-70.01056667,-70.0416,43.11663333,43.12201667,4/25/16,14.93,201680,36,1/2,True,2.5889635112977754,43.119325,-70.02608333500001
62,5513,201680_36,158,Resting,M,Nov-46,2016-04-25 09:21:00,2016-04-25 09:51:00,-70.01056667,-70.0416,43.11663333,43.12201667,4/25/16,14.93,201680,36,1/2,False,2.5889635112977754,43.119325,-70.02608333500001
63,5514,201680_36,313,Resting,M,Nov-46,2016-04-25 09:21:00,2016-04-25 09:51:00,-70.01056667,-70.0416,43.11663333,43.12201667,4/25/16,14.93,201680,36,1/2,False,2.5889635112977754,43.119325,-70.02608333500001
64,5515,201680_36,376,Resting,F,Nov-46,2016-04-25 09:21:00,2016-04-25 09:51:00,-70.01056667,-70.0416,43.11663333,43.12201667,4/25/16,14.93,201680,36,1/2,False,2.5889635112977754,43.119325,-70.02608333500001
65,5516,201680_36,220,Resting,F,Nov-46,2016-04-25 09:21:00,2016-04-25 09:51:00,-70.01056667,-70.0416,43.11663333,43.12201667,4/25/16,14.93,201680,36,1/2,False,2.5889635112977754,43.119325,-70.02608333500001
66,5517,201680_36,162,Ripe,M,Nov-46,2016-04-25 09:21:00,2016-04-25 09:51:00,-70.01056667,-70.0416,43.11663333,43.12201667,4/25/16,14.93,201680,36,1/2,True,2.5889635112977754,43.119325,-70.02608333500001
67,5518,201680_36,73,Ripe,M,Nov-46,2016-04-25 09:21:00,2016-04-25 09:51:00,-70.01056667,-70.0416,43.11663333,43.12201667,4/25/16,14.93,201680,36,1/2,True,2.5889635112977754,43.119325,-70.02608333500001
68,5519,201680_36,153,Ripe,M,Nov-46,2016-04-25 09:21:00,2016-04-25 09:51:00,-70.01056667,-70.0416,43.11663333,43.12201667,4/25/16,14.93,201680,36,1/2,True,2.5889635112977754,43.119325,-70.02608333500001
69,5853,201680_37,4,Developing,F,Nov-42,2016-04-25 10:41:00,2016-04-25 11:12:00,-69.92751667,-69.94978333,43.08741667,43.07163333,4/25/16,11.68,201680,37,1/2,False,2.520036481846498,43.079525000000004,-69.93865
70,5854,201680_37,55,Immature,M,Nov-42,2016-04-25 10:41:00,2016-04-25 11:12:00,-69.92751667,-69.94978333,43.08741667,43.07163333,4/25/16,11.68,201680,37,1/2,False,2.520036481846498,43.079525000000004,-69.93865
71,6164,201680_38,500,Resting,F,14-Mar,2016-04-25 12:27:00,2016-04-25 12:57:00,-69.82091667,-69.8533,43.05448333,43.06115,4/25/16,6.68,201680,38,1/2,False,2.733461963458943,43.057816665,-69.83710833500001
72,6624,201680_42,196,Resting,M,11-97 ALT,2016-04-25 18:25:00,2016-04-25 18:55:00,-70.15253333,-70.1453,43.04336667,43.0205,4/25/16,2.65,201680,42,1/2,False,2.609744934479447,43.031933335,-70.148916665
73,6625,201680_42,191,Resting,F,11-97 ALT,2016-04-25 18:25:00,2016-04-25 18:55:00,-70.15253333,-70.1453,43.04336667,43.0205,4/25/16,2.65,201680,42,1/2,False,2.609744934479447,43.031933335,-70.148916665
74,6626,201680_42,55,Immature,F,11-97 ALT,2016-04-25 18:25:00,2016-04-25 18:55:00,-70.15253333,-70.1453,43.04336667,43.0205,4/25/16,2.65,201680,42,1/2,False,2.609744934479447,43.031933335,-70.148916665
75,6950,201680_44,304,Ripe & Running,M,19-May,2016-04-25 22:27:00,2016-04-25 22:57:00,-70.37941667,-70.40823333,42.84698333,42.83751667,4/25/16,17.09,201680,44,1/2,True,2.57449457530905,42.84225,-70.39382499999999
76,6951,201680_44,503,Developing,F,19-May,2016-04-25 22:27:00,2016-04-25 22:57:00,-70.37941667,-70.40823333,42.84698333,42.83751667,4/25/16,17.09,201680,44,1/2,False,2.57449457530905,42.84225,-70.39382499999999
77,6952,201680_44,288,Developing,F,19-May,2016-04-25 22:27:00,2016-04-25 22:57:00,-70.37941667,-70.40823333,42.84698333,42.83751667,4/25/16,17.09,201680,44,1/2,False,2.57449457530905,42.84225,-70.39382499999999
78,6953,201680_44,460,Ripe,F,19-May,2016-04-25 22:27:00,2016-04-25 22:57:00,-70.37941667,-70.40823333,42.84698333,42.83751667,4/25/16,17.09,201680,44,1/2,True,2.57449457530905,42.84225,-70.39382499999999
79,7240,201680_45,333,Ripe,M,5-68 ALT,2016-04-25 23:58:00,2016-04-26 00:18:00,-70.47798333,-70.4566,42.78845,42.79146667,4/26/16,2.2,201680,45,1/2,True,1.7768356494003648,42.789958334999994,-70.467291665
80,7367,201680_48,171,Ripe,M,9-Mar,2016-04-28 18:15:00,2016-04-28 18:37:00,-69.97375,-69.96191667,43.47501667,43.46068333,4/28/16,0.91,201680,48,1/2,True,1.857990990001714,43.46785,-69.967833335
81,8594,201680_53,8,Immature,U,5-Feb,2016-04-29 20:10:00,2016-04-29 20:38:00,-70.149,-70.13231667,43.26355,43.28008333,4/29/16,0.02,201680,53,1/2,False,2.28127953463981,43.271816665,-70.140658335
82,194,201681_3,211,Resting,F,29-Jul,2016-05-09 09:15:00,2016-05-09 09:45:00,-70.56065,-70.58453333,42.20888333,42.19425,5/9/16,4.3,201681,3,1/2,False,2.553023993197811,42.201566665,-70.572591665
83,195,201681_3,127,Ripe & Running,M,29-Jul,2016-05-09 09:15:00,2016-05-09 09:45:00,-70.56065,-70.58453333,42.20888333,42.19425,5/9/16,4.3,201681,3,1/2,True,2.553023993197811,42.201566665,-70.572591665
84,196,201681_3,162,Resting,M,29-Jul,2016-05-09 09:15:00,2016-05-09 09:45:00,-70.56065,-70.58453333,42.20888333,42.19425,5/9/16,4.3,201681,3,1/2,False,2.553023993197811,42.201566665,-70.572591665
85,197,201681_3,153,Immature,M,29-Jul,2016-05-09 09:15:00,2016-05-09 09:45:00,-70.56065,-70.58453333,42.20888333,42.19425,5/9/16,4.3,201681,3,1/2,False,2.553023993197811,42.201566665,-70.572591665
86,2471,201681_10,104,Immature,F,Aug-35,2016-05-09 22:07:00,2016-05-09 22:37:00,-70.1786,-70.21258333,42.14358333,42.14758333,5/9/16,4.79,201681,10,1/2,False,2.8368274692386044,42.14558333,-70.195591665
87,2472,201681_10,131,Immature,M,Aug-35,2016-05-09 22:07:00,2016-05-09 22:37:00,-70.1786,-70.21258333,42.14358333,42.14758333,5/9/16,4.79,201681,10,1/2,False,2.8368274692386044,42.14558333,-70.195591665
88,2473,201681_10,215,Resting,F,Aug-35,2016-05-09 22:07:00,2016-05-09 22:37:00,-70.1786,-70.21258333,42.14358333,42.14758333,5/9/16,4.79,201681,10,1/2,False,2.8368274692386044,42.14558333,-70.195591665
89,2474,201681_10,82,Immature,F,Aug-35,2016-05-09 22:07:00,2016-05-09 22:37:00,-70.1786,-70.21258333,42.14358333,42.14758333,5/9/16,4.79,201681,10,1/2,False,2.8368274692386044,42.14558333,-70.195591665
90,2476,201681_10,58,Immature,U,Aug-35,2016-05-09 22:07:00,2016-05-09 22:37:00,-70.1786,-70.21258333,42.14358333,42.14758333,5/9/16,4.79,201681,10,1/2,False,2.8368274692386044,42.14558333,-70.195591665
91,2477,201681_10,28,Immature,U,Aug-35,2016-05-09 22:07:00,2016-05-09 22:37:00,-70.1786,-70.21258333,42.14358333,42.14758333,5/9/16,4.79,201681,10,1/2,False,2.8368274692386044,42.14558333,-70.195591665
92,2480,201681_10,23,Immature,U,Aug-35,2016-05-09 22:07:00,2016-05-09 22:37:00,-70.1786,-70.21258333,42.14358333,42.14758333,5/9/16,4.79,201681,10,1/2,False,2.8368274692386044,42.14558333,-70.195591665
93,2475,201681_10,96,,,Aug-35,2016-05-09 22:07:00,2016-05-09 22:37:00,-70.1786,-70.21258333,42.14358333,42.14758333,5/9/16,4.79,201681,10,1/2,False,2.8368274692386044,42.14558333,-70.195591665
94,2478,201681_10,77,,,Aug-35,2016-05-09 22:07:00,2016-05-09 22:37:00,-70.1786,-70.21258333,42.14358333,42.14758333,5/9/16,4.79,201681,10,1/2,False,2.8368274692386044,42.14558333,-70.195591665
95,2479,201681_10,87,,,Aug-35,2016-05-09 22:07:00,2016-05-09 22:37:00,-70.1786,-70.21258333,42.14358333,42.14758333,5/9/16,4.79,201681,10,1/2,False,2.8368274692386044,42.14558333,-70.195591665
96,2481,201681_10,29,,,Aug-35,2016-05-09 22:07:00,2016-05-09 22:37:00,-70.1786,-70.21258333,42.14358333,42.14758333,5/9/16,4.79,201681,10,1/2,False,2.8368274692386044,42.14558333,-70.195591665
97,2812,201681_11,368,Resting,F,Aug-33,2016-05-09 23:20:00,2016-05-09 23:50:00,-70.12443333,-70.10306667,42.19823333,42.21368333,5/9/16,4.3,201681,11,1/2,False,2.459387676198767,42.20595833,-70.11375000000001
98,3223,201681_11,186,Immature,M,Aug-33,2016-05-09 23:20:00,2016-05-09 23:50:00,-70.12443333,-70.10306667,42.19823333,42.21368333,5/9/16,4.3,201681,11,1/2,False,2.459387676198767,42.20595833,-70.11375000000001
99,5741,201681_23,171,Immature,F,Aug-34,2016-05-11 20:23:00,2016-05-11 20:53:00,-70.36666667,-70.36666667,42.42666667,42.21416667,5/11/16,1.3,201681,23,1/2,False,23.628921911969382,42.32041667,-70.36666667
100,5742,201681_23,11,Immature,U,Aug-34,2016-05-11 20:23:00,2016-05-11 20:53:00,-70.36666667,-70.36666667,42.42666667,42.21416667,5/11/16,1.3,201681,23,1/2,False,23.628921911969382,42.32041667,-70.36666667
101,6059,201681_25,358,Resting,M,30-Jul,2016-05-17 14:15:00,2016-05-17 14:45:00,-70.70686667,-70.73691667,42.39573333,42.3873,5/17/16,15.06,201681,25,1/2,False,2.6399749713473537,42.391516665,-70.72189166999999
102,6060,201681_25,247,Resting,M,30-Jul,2016-05-17 14:15:00,2016-05-17 14:45:00,-70.70686667,-70.73691667,42.39573333,42.3873,5/17/16,15.06,201681,25,1/2,False,2.6399749713473537,42.391516665,-70.72189166999999
103,6061,201681_25,181,Resting,F,30-Jul,2016-05-17 14:15:00,2016-05-17 14:45:00,-70.70686667,-70.73691667,42.39573333,42.3873,5/17/16,15.06,201681,25,1/2,False,2.6399749713473537,42.391516665,-70.72189166999999
104,6062,201681_25,309,Resting,F,30-Jul,2016-05-17 14:15:00,2016-05-17 14:45:00,-70.70686667,-70.73691667,42.39573333,42.3873,5/17/16,15.06,201681,25,1/2,False,2.6399749713473537,42.391516665,-70.72189166999999
105,6063,201681_25,100,Resting,F,30-Jul,2016-05-17 14:15:00,2016-05-17 14:45:00,-70.70686667,-70.73691667,42.39573333,42.3873,5/17/16,15.06,201681,25,1/2,False,2.6399749713473537,42.391516665,-70.72189166999999
106,6065,201681_25,55,Immature,M,30-Jul,2016-05-17 14:15:00,2016-05-17 14:45:00,-70.70686667,-70.73691667,42.39573333,42.3873,5/17/16,15.06,201681,25,1/2,False,2.6399749713473537,42.391516665,-70.72189166999999
107,6066,201681_25,247,Resting,M,30-Jul,2016-05-17 14:15:00,2016-05-17 14:45:00,-70.70686667,-70.73691667,42.39573333,42.3873,5/17/16,15.06,201681,25,1/2,False,2.6399749713473537,42.391516665,-70.72189166999999
108,6067,201681_25,131,Immature,F,30-Jul,2016-05-17 14:15:00,2016-05-17 14:45:00,-70.70686667,-70.73691667,42.39573333,42.3873,5/17/16,15.06,201681,25,1/2,False,2.6399749713473537,42.391516665,-70.72189166999999
109,6068,201681_25,47,Immature,F,30-Jul,2016-05-17 14:15:00,2016-05-17 14:45:00,-70.70686667,-70.73691667,42.39573333,42.3873,5/17/16,15.06,201681,25,1/2,False,2.6399749713473537,42.391516665,-70.72189166999999
110,6070,201681_25,113,Immature,M,30-Jul,2016-05-17 14:15:00,2016-05-17 14:45:00,-70.70686667,-70.73691667,42.39573333,42.3873,5/17/16,15.06,201681,25,1/2,False,2.6399749713473537,42.391516665,-70.72189166999999
111,6073,201681_25,73,Immature,F,30-Jul,2016-05-17 14:15:00,2016-05-17 14:45:00,-70.70686667,-70.73691667,42.39573333,42.3873,5/17/16,15.06,201681,25,1/2,False,2.6399749713473537,42.391516665,-70.72189166999999
112,6074,201681_25,14,Immature,F,30-Jul,2016-05-17 14:15:00,2016-05-17 14:45:00,-70.70686667,-70.73691667,42.39573333,42.3873,5/17/16,15.06,201681,25,1/2,False,2.6399749713473537,42.391516665,-70.72189166999999
113,6064,201681_25,91,,,30-Jul,2016-05-17 14:15:00,2016-05-17 14:45:00,-70.70686667,-70.73691667,42.39573333,42.3873,5/17/16,15.06,201681,25,1/2,False,2.6399749713473537,42.391516665,-70.72189166999999
114,6069,201681_25,104,,,30-Jul,2016-05-17 14:15:00,2016-05-17 14:45:00,-70.70686667,-70.73691667,42.39573333,42.3873,5/17/16,15.06,201681,25,1/2,False,2.6399749713473537,42.391516665,-70.72189166999999
115,6071,201681_25,37,,,30-Jul,2016-05-17 14:15:00,2016-05-17 14:45:00,-70.70686667,-70.73691667,42.39573333,42.3873,5/17/16,15.06,201681,25,1/2,False,2.6399749713473537,42.391516665,-70.72189166999999
