"","left","top","right","bottom","grid_id","xcoord","ycoord","temp"
"173",-70.16,43.1,-70.05,43,167,-70.10551,43.08115,6.03499986510724
"174",-70.16,43,-70.05,42.9,168,-70.10551,42.98115,7.72499982733279
"175",-70.16,43,-70.05,42.9,168,-70.10551,42.98115,6.08999986387789
"176",-70.16,42.9,-70.05,42.8,169,-70.10551,42.88115,7.61999982967973
"177",-70.16,42.9,-70.05,42.8,169,-70.10551,42.88115,6.00499986577779
"178",-70.16,42.8,-70.05,42.7,170,-70.10551,42.78115,7.5799998305738
"179",-70.16,42.8,-70.05,42.7,170,-70.10551,42.78115,6.17499986197799
"180",-70.16,42.7,-70.05,42.6,171,-70.10551,42.68115,7.6649998286739
"181",-70.16,42.7,-70.05,42.6,171,-70.10551,42.68115,6.31999985873699
"182",-70.16,42.6,-70.05,42.5,172,-70.10551,42.58115,7.69499982800335
"183",-70.16,42.6,-70.05,42.5,172,-70.10551,42.58115,6.25499986018986
"184",-70.16,42.5,-70.05,42.4,173,-70.10551,42.48115,7.76999982632697
"185",-70.16,42.5,-70.05,42.4,173,-70.10551,42.48115,6.24999986030161
"186",-70.16,42.4,-70.05,42.3,174,-70.10551,42.38115,7.72499982733279
"187",-70.16,42.4,-70.05,42.3,174,-70.10551,42.38115,6.01999986544251
"188",-70.16,42.3,-70.05,42.2,175,-70.10551,42.28115,7.50999983213842
"189",-70.16,42.3,-70.05,42.2,175,-70.10551,42.28115,5.96499986667186
"190",-70.16,42.2,-70.05,42.1,176,-70.10551,42.18115,7.26999983750284
"191",-70.16,42.2,-70.05,42.1,176,-70.10551,42.18115,5.80999987013638
"192",-70.16,42,-70.05,41.9,178,-70.10551,41.98115,4.26999990455806
"193",-70.16,42,-70.05,41.9,178,-70.10551,41.98115,3.13999992981553
"194",-70.16,41.9,-70.05,41.8,179,-70.10551,41.88115,3.9349999120459
"195",-70.16,41.9,-70.05,41.8,179,-70.10551,41.88115,3.04499993193895
"196",-70.08,43.7,-69.96,43.6,181,-70.01891,43.63115,4.95499988924712
"197",-70.08,43.7,-69.96,43.6,181,-70.01891,43.63115,3.80499991495162
"198",-70.08,43.6,-69.96,43.5,182,-70.01891,43.53115,5.4849998774007
"199",-70.08,43.6,-69.96,43.5,182,-70.01891,43.53115,4.16999990679324
"200",-70.08,43.5,-69.96,43.4,183,-70.01891,43.43115,7.00999984331429
"201",-70.08,43.5,-69.96,43.4,183,-70.01891,43.43115,4.71999989449978
"202",-70.08,43.4,-69.96,43.3,184,-70.01891,43.33115,7.62499982956797
"203",-70.08,43.4,-69.96,43.3,184,-70.01891,43.33115,5.34499988052994
"204",-70.08,43.3,-69.96,43.2,185,-70.01891,43.23115,7.89999982342124
"205",-70.08,43.3,-69.96,43.2,185,-70.01891,43.23115,5.62499987427145
"206",-70.08,43.2,-69.96,43.1,186,-70.01891,43.13115,7.93499982263893
"207",-70.08,43.2,-69.96,43.1,186,-70.01891,43.13115,5.90999986790121
"208",-70.08,43.1,-69.96,43,187,-70.01891,43.03115,7.78999982587993
"209",-70.08,43.1,-69.96,43,187,-70.01891,43.03115,6.09999986365438
"210",-70.08,43,-69.96,42.9,188,-70.01891,42.93115,7.72999982722104
"211",-70.08,43,-69.96,42.9,188,-70.01891,42.93115,6.21999986097217
"212",-70.08,42.9,-69.96,42.8,189,-70.01891,42.83115,7.71499982755631
"213",-70.08,42.9,-69.96,42.8,189,-70.01891,42.83115,6.2849998595193
"214",-70.08,42.8,-69.96,42.7,190,-70.01891,42.73115,7.76499982643872
"215",-70.08,42.8,-69.96,42.7,190,-70.01891,42.73115,6.33999985828996
"216",-70.08,42.7,-69.96,42.6,191,-70.01891,42.63115,7.82499982509762
"217",-70.08,42.7,-69.96,42.6,191,-70.01891,42.63115,6.44499985594302
"218",-70.08,42.6,-69.96,42.5,192,-70.01891,42.53115,7.84499982465059
"219",-70.08,42.6,-69.96,42.5,192,-70.01891,42.53115,6.45499985571951
"220",-70.08,42.5,-69.96,42.4,193,-70.01891,42.43115,7.91999982297421
"221",-70.08,42.5,-69.96,42.4,193,-70.01891,42.43115,6.39499985706061
"222",-70.08,42.4,-69.96,42.3,194,-70.01891,42.33115,7.87499982398003
"223",-70.08,42.4,-69.96,42.3,194,-70.01891,42.33115,6.35499985795468
"224",-70.08,42.3,-69.96,42.2,195,-70.01891,42.23115,7.80499982554466
"225",-70.08,42.3,-69.96,42.2,195,-70.01891,42.23115,6.37499985750765
"226",-70.08,42.2,-69.96,42.1,196,-70.01891,42.13115,7.64999982900918
"227",-70.08,42.2,-69.96,42.1,196,-70.01891,42.13115,6.3449998581782
"228",-69.99,43.7,-69.87,43.6,201,-69.93231,43.68115,NA
"229",-69.99,43.6,-69.87,43.5,202,-69.93231,43.58115,NA
"230",-69.99,43.5,-69.87,43.4,203,-69.93231,43.48115,NA
"231",-69.99,43.4,-69.87,43.3,204,-69.93231,43.38115,NA
"232",-69.99,43.3,-69.87,43.2,205,-69.93231,43.28115,NA
"233",-69.99,43.2,-69.87,43.1,206,-69.93231,43.18115,NA
"234",-69.99,43.1,-69.87,43,207,-69.93231,43.08115,NA
"235",-69.99,43,-69.87,42.9,208,-69.93231,42.98115,NA
"236",-69.99,42.9,-69.87,42.8,209,-69.93231,42.88115,NA
"237",-69.99,42.8,-69.87,42.7,210,-69.93231,42.78115,NA
"238",-69.99,42.7,-69.87,42.6,211,-69.93231,42.68115,NA
"239",-69.99,42.6,-69.87,42.5,212,-69.93231,42.58115,NA
"240",-69.99,42.5,-69.87,42.4,213,-69.93231,42.48115,NA
"241",-69.99,42.4,-69.87,42.3,214,-69.93231,42.38115,NA
"242",-69.99,42.3,-69.87,42.2,215,-69.93231,42.28115,NA
"243",-69.99,42.2,-69.87,42.1,216,-69.93231,42.18115,NA
"244",-69.99,42.1,-69.87,42,217,-69.93231,42.08115,NA
"245",-69.99,42,-69.87,41.9,218,-69.93231,41.98115,NA
"246",-69.9,43.7,-69.79,43.6,221,-69.8457,43.63115,5.08999988622963
"247",-69.9,43.7,-69.79,43.6,221,-69.8457,43.63115,3.87999991327524
"248",-69.9,43.6,-69.79,43.5,222,-69.8457,43.53115,5.88999986834824
"249",-69.9,43.6,-69.79,43.5,222,-69.8457,43.53115,4.16999990679324
"250",-69.9,43.5,-69.79,43.4,223,-69.8457,43.43115,7.5199998319149
"251",-69.9,43.5,-69.79,43.4,223,-69.8457,43.43115,4.89499989058822
"252",-69.9,43.4,-69.79,43.3,224,-69.8457,43.33115,7.87999982386827
"253",-69.9,43.4,-69.79,43.3,224,-69.8457,43.33115,5.39499987941235
"254",-69.9,43.3,-69.79,43.2,225,-69.8457,43.23115,8.08499981928617
"255",-69.9,43.3,-69.79,43.2,225,-69.8457,43.23115,6.04999986477196
"256",-69.9,43.2,-69.79,43.1,226,-69.8457,43.13115,7.98499982152134
"257",-69.9,43.2,-69.79,43.1,226,-69.8457,43.13115,6.14999986253679
"258",-69.9,43.1,-69.79,43,227,-69.8457,43.03115,7.91499982308596
"259",-69.9,43.1,-69.79,43,227,-69.8457,43.03115,6.27999985963106
"260",-69.9,43,-69.79,42.9,228,-69.8457,42.93115,7.93999982252717
"261",-69.9,43,-69.79,42.9,228,-69.8457,42.93115,6.39999985694885
"262",-69.9,42.9,-69.79,42.8,229,-69.8457,42.83115,8.03499982040375
"263",-69.9,42.9,-69.79,42.8,229,-69.8457,42.83115,6.45999985560775
"264",-69.9,42.8,-69.79,42.7,230,-69.8457,42.73115,8.09999981895089
"265",-69.9,42.8,-69.79,42.7,230,-69.8457,42.73115,6.4899998549372
"266",-69.9,42.7,-69.79,42.6,231,-69.8457,42.63115,8.09499981906265
"267",-69.9,42.7,-69.79,42.6,231,-69.8457,42.63115,6.61999985203147
"268",-69.9,42.6,-69.79,42.5,232,-69.8457,42.53115,8.17499981727451
"269",-69.9,42.6,-69.79,42.5,232,-69.8457,42.53115,6.70999985001981
"270",-69.9,42.5,-69.79,42.4,233,-69.8457,42.43115,7.95999982208014
"271",-69.9,42.5,-69.79,42.4,233,-69.8457,42.43115,6.74999984912574
"272",-69.9,42.4,-69.79,42.3,234,-69.8457,42.33115,7.98999982140958
"273",-69.9,42.4,-69.79,42.3,234,-69.8457,42.33115,6.72999984957278
"274",-69.9,42.3,-69.79,42.2,235,-69.8457,42.23115,7.94499982241541
"275",-69.9,42.3,-69.79,42.2,235,-69.8457,42.23115,6.71499984990805
"276",-69.9,42.2,-69.79,42.1,236,-69.8457,42.13115,7.88499982375652
"277",-69.9,42.2,-69.79,42.1,236,-69.8457,42.13115,6.87499984633178
"278",-69.9,42.1,-69.79,42,237,-69.8457,42.03115,7.70499982777983
"279",-69.9,42.1,-69.79,42,237,-69.8457,42.03115,6.6599998511374
"280",-69.9,42,-69.79,41.9,238,-69.8457,41.93115,6.52999985404313
"281",-69.9,42,-69.79,41.9,238,-69.8457,41.93115,5.43999987840652
"282",-69.9,41.9,-69.79,41.8,239,-69.8457,41.83115,6.14499986264855
"283",-69.9,41.9,-69.79,41.8,239,-69.8457,41.83115,4.8199998922646
"284",-69.9,41.8,-69.79,41.7,240,-69.8457,41.73115,5.88999986834824
"285",-69.9,41.8,-69.79,41.7,240,-69.8457,41.73115,4.69499989505857
"286",-69.82,43.7,-69.7,43.6,241,-69.7591,43.68115,5.49499987717718
"287",-69.82,43.7,-69.7,43.6,241,-69.7591,43.68115,3.58999991975725
"288",-69.82,43.6,-69.7,43.5,242,-69.7591,43.58115,6.06499986443669
"289",-69.82,43.6,-69.7,43.5,242,-69.7591,43.58115,4.20999990589917
"290",-69.82,43.5,-69.7,43.4,243,-69.7591,43.48115,7.47999983280897
"291",-69.82,43.5,-69.7,43.4,243,-69.7591,43.48115,5.08499988634139
"292",-69.82,43.4,-69.7,43.3,244,-69.7591,43.38115,7.69999982789159
"293",-69.82,43.4,-69.7,43.3,244,-69.7591,43.38115,5.5699998755008
"294",-69.82,43.3,-69.7,43.2,245,-69.7591,43.28115,8.00499982107431
"295",-69.82,43.3,-69.7,43.2,245,-69.7591,43.28115,6.08999986387789
"296",-69.82,43.2,-69.7,43.1,246,-69.7591,43.18115,8.04499982018024
"297",-69.82,43.2,-69.7,43.1,246,-69.7591,43.18115,6.20999986119568
"298",-69.82,43.1,-69.7,43,247,-69.7591,43.08115,7.97499982174486
"299",-69.82,43.1,-69.7,43,247,-69.7591,43.08115,6.27499985974282
"300",-69.82,43,-69.7,42.9,248,-69.7591,42.98115,8.00999982096255
"301",-69.82,43,-69.7,42.9,248,-69.7591,42.98115,6.32999985851347
"302",-69.82,42.9,-69.7,42.8,249,-69.7591,42.88115,8.10999981872737
"303",-69.82,42.9,-69.7,42.8,249,-69.7591,42.88115,6.45499985571951
"304",-69.82,42.8,-69.7,42.7,250,-69.7591,42.78115,8.1249998183921
"305",-69.82,42.8,-69.7,42.7,250,-69.7591,42.78115,6.5149998543784
"306",-69.82,42.7,-69.7,42.6,251,-69.7591,42.68115,8.07999981939793
"307",-69.82,42.7,-69.7,42.6,251,-69.7591,42.68115,6.63999985158443
"308",-69.82,42.6,-69.7,42.5,252,-69.7591,42.58115,8.23499981593341
"309",-69.82,42.6,-69.7,42.5,252,-69.7591,42.58115,6.6599998511374
"310",-69.82,42.5,-69.7,42.4,253,-69.7591,42.48115,8.03499982040375
"311",-69.82,42.5,-69.7,42.4,253,-69.7591,42.48115,6.76999984867871
"312",-69.82,42.4,-69.7,42.3,254,-69.7591,42.38115,7.97499982174486
"313",-69.82,42.4,-69.7,42.3,254,-69.7591,42.38115,6.79499984811991
"314",-69.82,42.3,-69.7,42.2,255,-69.7591,42.28115,7.98999982140958
"315",-69.82,42.3,-69.7,42.2,255,-69.7591,42.28115,6.79499984811991
"316",-69.82,42.2,-69.7,42.1,256,-69.7591,42.18115,7.89999982342124
"317",-69.82,42.2,-69.7,42.1,256,-69.7591,42.18115,6.90499984566122
"318",-69.82,42.1,-69.7,42,257,-69.7591,42.08115,7.85499982442707
"319",-69.82,42.1,-69.7,42,257,-69.7591,42.08115,6.85499984677881
"320",-69.82,42,-69.7,41.9,258,-69.7591,41.98115,7.29499983694404
"321",-69.82,42,-69.7,41.9,258,-69.7591,41.98115,6.45499985571951
"322",-69.82,41.9,-69.7,41.8,259,-69.7591,41.88115,7.02999984286726
"323",-69.82,41.9,-69.7,41.8,259,-69.7591,41.88115,6.09999986365438
"324",-69.82,41.8,-69.7,41.7,260,-69.7591,41.78115,6.84499984700233
"325",-69.82,41.8,-69.7,41.7,260,-69.7591,41.78115,5.48999987728894
"326",-69.73,43.7,-69.61,43.6,261,-69.6725,43.63115,NA
"327",-69.73,43.6,-69.61,43.5,262,-69.6725,43.53115,NA
"328",-69.73,43.5,-69.61,43.4,263,-69.6725,43.43115,NA
"329",-69.73,43.4,-69.61,43.3,264,-69.6725,43.33115,NA
"330",-69.73,43.3,-69.61,43.2,265,-69.6725,43.23115,NA
"331",-69.73,43.2,-69.61,43.1,266,-69.6725,43.13115,NA
"332",-69.73,43.1,-69.61,43,267,-69.6725,43.03115,NA
"333",-69.73,43,-69.61,42.9,268,-69.6725,42.93115,NA
"334",-69.73,42.9,-69.61,42.8,269,-69.6725,42.83115,NA
"335",-69.73,42.8,-69.61,42.7,270,-69.6725,42.73115,NA
"336",-69.73,42.7,-69.61,42.6,271,-69.6725,42.63115,NA
"337",-69.73,42.6,-69.61,42.5,272,-69.6725,42.53115,NA
"338",-69.73,42.5,-69.61,42.4,273,-69.6725,42.43115,NA
"339",-69.73,42.4,-69.61,42.3,274,-69.6725,42.33115,NA
"340",-69.73,42.3,-69.61,42.2,275,-69.6725,42.23115,NA
"341",-69.73,42.2,-69.61,42.1,276,-69.6725,42.13115,NA
"342",-69.73,42.1,-69.61,42,277,-69.6725,42.03115,NA
"343",-69.73,42,-69.61,41.9,278,-69.6725,41.93115,NA
"344",-69.73,41.9,-69.61,41.8,279,-69.6725,41.83115,NA
